"Core" "Lat" "Lon" "Ocean_depth" "d13C" "age" "age_weights" "run.no"
"GIK12392-1" 25.17 -16.85 2573 0.791241938510161 115.113446097815 2.03424724245578 "8"
"GIK15669" 34.89 -7.82 2022 0.92 115.60115 0.0988499999999988 "8"
"GIK16004" 29.98 -10.65 1512 0.97 115.357249829352 0.342750170648472 "8"
"GIK16030" 21.24 -18.06 1516 0.63 114.924408376136 0.775591623864088 "8"
"GIK16867" -2.2 5.1 3891 0.25 114.062660431655 0.362660431654675 "8"
"GeoB1041" -3.48 -7.6 4033 0.36 115.113753758542 0.586246241457857 "8"
"GeoB1105" -1.67 -12.43 3225 0.464267302668136 114.53891523507 1.02388523424766 "8"
"GeoB1112" -5.78 -10.75 3125 0.63 115.617196747967 0.0828032520325337 "8"
"GeoB1115" -3.56 -12.56 2945 0.85 115.169325752508 0.530674247491632 "8"
"GeoB1117" -3.82 -14.9 3984 -0.08 114.874892356688 0.825107643312094 "8"
"GeoB1214" -24.69 7.24 3210 0.32 114.454483333333 0.75448333333334 "8"
"GeoB1710" -23.43 11.7 2987 0.31 113.969034655532 0.269034655532366 "8"
"GeoB4216" 30.63 -12.4 2324 0.83 114.400238399072 0.700238399071935 "8"
"GeoB7920-2" 20.75 -18.58 2278 0.21172064107138 114.460501674829 1.42307433141745 "8"
"IODP-U1308" 49.88 -24.24 3883 0.611896070693005 114.737331322115 4.54311171059126 "8"
"KNR140-37JPC" 31.41415 -75.25807 3000 0.676151083099217 114.833333333333 1.15833339999999 "8"
"MD95_2042" 37.799833 -10.1665 3146 0.507032967032967 114.695 2.73000000000003 "8"
"ODP1063" 33.683333 -57.616667 4584 0.584860103626943 114.603333333333 1.92999999999999 "8"
"ODP925" 4.2 -43.49 3040 1.01 114.04114 0.34114000000001 "8"
"SU90-03" 40.05 -32 2475 1.08 114.975593028846 0.72440697115384 "8"
"SU90-11" 44.07 -40.02 3645 0.4 114.376847188264 0.676847188264048 "8"
"U1308" 49.87776 -24.23811 3871 0.560418994413407 114.7125 3.57999999999998 "8"
"V22-174" -10.07 -12.82 2630 0.53 115.249224193548 0.450775806451603 "8"
"V22-38" -9.55 -34.25 3797 0.55 115.0434783 0.656521699999999 "8"
"V29-135" -19.7 8.88 2675 0.319262885212087 114.746489819707 0.115514984241756 "8"
"CH73-139" 54.63 -16.35 2209 0.73 114.72469245283 0.924692452830186 "9"
"GIK17051" 56.16 -31.99 2295 0.96 115.473237837838 0.32676216216214 "9"
"GIK23414-9" 53.54 -20.29 2196 0.912375648038052 115.013301408451 0.888380281690146 "9"
"GIK23415-9" 53.18 -19.15 2472 0.8 115.185503412969 0.614496587030729 "9"
"GIK23418-8" 52.55 -20.33 2841 0.56 115.384419312602 0.415580687397707 "9"
"ODP983" 60.4 -23.64 1984 1.01321232207388 114.503410421902 1.8748053009969 "9"
"V28-56" 68.033 -6.117 2941 1.06 115 0.799999999999997 "9"
"V29-202" 61 -21 2658 0.75 114.608938155136 0.808938155136275 "9"
"ODP1089" -40.94 9.89 4621 -0.473301926889522 114.680353433584 2.38757147869673 "9"
"PS2082" -43.22 11.74 4610 -0.23 114.377573384615 0.577573384615377 "9"
"PS2498" -44.15 -14.23 3783 -0.05 114.576933462532 0.776933462532298 "9"
"CH69_K09" 41.75 -47.35 4100 0.759634146341461 114.893333333333 1.64 "9"
"EW9209-1JPC" 5.91 -44.2 4056 0.564336424918052 114.653595811518 2.2854643979058 "9"
"GEOB1028-5" -20.1 9.19 2209 0.63 114.8235294 0.976470599999999 "9"
"GEOB2109-1" -27.91 -45.88 2504 0.82 114.4444444 0.644444399999998 "9"
"GIK12392-1" 25.17 -16.85 2573 0.784417095040612 115.113446097815 2.23424724245577 "9"
"GIK15669" 34.89 -7.82 2022 0.92 115.60115 0.198849999999993 "9"
"GIK16004" 29.98 -10.65 1512 0.97 115.357249829352 0.442750170648466 "9"
"GIK16030" 21.24 -18.06 1516 0.63 114.924408376136 0.875591623864082 "9"
"GIK16867" -2.2 5.1 3891 0.25 114.062660431655 0.26266043165468 "9"
"GeoB1041" -3.48 -7.6 4033 0.36 115.113753758542 0.686246241457852 "9"
"GeoB1105" -1.67 -12.43 3225 0.454500583053952 114.53891523507 1.02388523424766 "9"
"GeoB1112" -5.78 -10.75 3125 0.63 115.617196747967 0.182803252032528 "9"
"GeoB1115" -3.56 -12.56 2945 0.85 115.169325752508 0.630674247491626 "9"
"GeoB1117" -3.82 -14.9 3984 -0.08 114.874892356688 0.925107643312089 "9"
"GeoB1214" -24.69 7.24 3210 0.32 114.454483333333 0.654483333333346 "9"
"GeoB1710" -23.43 11.7 2987 0.31 113.969034655532 0.169034655532371 "9"
"GeoB4216" 30.63 -12.4 2324 0.83 114.400238399072 0.600238399071941 "9"
"GeoB7920-2" 20.75 -18.58 2278 0.189460282985824 114.794019894572 1.32960909607475 "9"
"IODP-U1308" 49.88 -24.24 3883 0.623793178854184 114.863748422311 4.63477658090626 "9"
"KNR140-37JPC" 31.41415 -75.25807 3000 0.657384110602166 114.833333333333 1.25833339999998 "9"
"MD95_2042" 37.799833 -10.1665 3146 0.503211678832117 114.876 2.74000000000002 "9"
"ODP1063" 33.683333 -57.616667 4584 0.620808743169397 114.603333333333 1.83 "9"
"ODP925" 4.2 -43.49 3040 1.01 114.04114 0.241140000000016 "9"
"ODP928" 5.46 -43.75 4012 0.97 115.782204285714 0.017795714285711 "9"
"SU90-03" 40.05 -32 2475 1.08 114.975593028846 0.824406971153834 "9"
"SU90-11" 44.07 -40.02 3645 0.4 114.376847188264 0.576847188264054 "9"
"U1308" 49.87776 -24.23811 3871 0.552837465564738 114.85 3.62999999999998 "9"
"V22-174" -10.07 -12.82 2630 0.53 115.249224193548 0.550775806451597 "9"
"V22-38" -9.55 -34.25 3797 0.55 115.0434783 0.756521699999993 "9"
"V29-135" -19.7 8.88 2675 0.57896945225981 114.746489819707 0.115514984241756 "9"
"CH73-139" 54.63 -16.35 2209 0.73 114.72469245283 0.824692452830178 "10"
"GIK17051" 56.16 -31.99 2295 0.96 115.473237837838 0.426762162162149 "10"
"GIK23414-9" 53.54 -20.29 2196 0.939391105826402 115.013301408451 0.888380281690146 "10"
"GIK23415-9" 53.18 -19.15 2472 0.8 115.185503412969 0.714496587030737 "10"
"GIK23418-8" 52.55 -20.33 2841 0.56 115.384419312602 0.515580687397716 "10"
"ODP983" 60.4 -23.64 1984 1.00201009078047 114.679255663741 1.87477584645143 "10"
"V28-56" 68.033 -6.117 2941 1.06 115 0.900000000000006 "10"
"V29-202" 61 -21 2658 0.75 114.608938155136 0.708938155136266 "10"
"ODP1089" -40.94 9.89 4621 -0.469935484500278 114.888085263158 2.33814536340851 "10"
"PS2082" -43.22 11.74 4610 -0.23 114.377573384615 0.477573384615368 "10"
"PS2498" -44.15 -14.23 3783 -0.05 114.576933462532 0.67693346253229 "10"
"CH69_K09" 41.75 -47.35 4100 0.798255813953489 114.893333333333 1.72 "10"
"EW9209-1JPC" 5.91 -44.2 4056 0.537473568075658 114.86167578534 2.26418848167542 "10"
"GEOB1028-5" -20.1 9.19 2209 0.63 114.8235294 0.923529399999993 "10"
"GEOB2109-1" -27.91 -45.88 2504 0.82 114.4444444 0.544444399999989 "10"
"GIK12392-1" 25.17 -16.85 2573 0.778713722447236 115.113446097815 2.43424724245578 "10"
"GIK15669" 34.89 -7.82 2022 0.92 115.60115 0.298850000000002 "10"
"GIK16004" 29.98 -10.65 1512 0.97 115.357249829352 0.542750170648475 "10"
"GIK16030" 21.24 -18.06 1516 0.63 114.924408376136 0.975591623864091 "10"
"GIK16867" -2.2 5.1 3891 0.25 114.062660431655 0.162660431654672 "10"
"GeoB1041" -3.48 -7.6 4033 0.36 115.113753758542 0.78624624145786 "10"
"GeoB1105" -1.67 -12.43 3225 0.444733863439768 114.53891523507 1.02388523424766 "10"
"GeoB1112" -5.78 -10.75 3125 0.63 115.617196747967 0.282803252032537 "10"
"GeoB1115" -3.56 -12.56 2945 0.85 115.169325752508 0.730674247491635 "10"
"GeoB1117" -3.82 -14.9 3984 -0.08 114.874892356688 0.974892356687903 "10"
"GeoB1214" -24.69 7.24 3210 0.32 114.454483333333 0.554483333333337 "10"
"GeoB1710" -23.43 11.7 2987 0.373174593514233 114.887948203983 0.162172903098408 "10"
"GeoB4216" 30.63 -12.4 2324 0.83 114.400238399072 0.500238399071932 "10"
"GeoB7920-2" 20.75 -18.58 2278 0.180435073971063 114.794019894572 1.32960909607475 "10"
"IODP-U1308" 49.88 -24.24 3883 0.626895089404453 114.968885993751 4.72479001563377 "10"
"KNR140-37JPC" 31.41415 -75.25807 3000 0.644795925714284 114.833333333333 1.22499999999999 "10"
"MD95_2042" 37.799833 -10.1665 3146 0.497428571428571 114.876 2.80000000000001 "10"
"ODP1063" 33.683333 -57.616667 4584 0.66091329479769 114.603333333333 1.72999999999999 "10"
"ODP1087" -31.46 15.31 1372 -0.07 115.856450281849 0.0435497181510698 "10"
"ODP925" 4.2 -43.49 3040 1.01 114.04114 0.141140000000007 "10"
"ODP928" 5.46 -43.75 4012 0.97 115.782204285714 0.11779571428572 "10"
"SU90-03" 40.05 -32 2475 1.08 114.975593028846 0.924406971153843 "10"
"SU90-11" 44.07 -40.02 3645 0.4 114.376847188264 0.476847188264045 "10"
"U1308" 49.87776 -24.23811 3871 0.549256198347107 114.85 3.62999999999997 "10"
"V22-174" -10.07 -12.82 2630 0.53 115.249224193548 0.650775806451605 "10"
"V22-38" -9.55 -34.25 3797 0.55 115.0434783 0.856521700000002 "10"
"V29-135" -19.7 8.88 2675 0.59 115.688732327586 0.211267672413811 "10"
"CH73-139" 54.63 -16.35 2209 0.73 114.72469245283 0.724692452830183 "11"
"GIK17051" 56.16 -31.99 2295 0.96 115.473237837838 0.526762162162143 "11"
"GIK23414-9" 53.54 -20.29 2196 0.966406563614747 115.013301408451 0.888380281690146 "11"
"GIK23415-9" 53.18 -19.15 2472 0.8 115.185503412969 0.814496587030732 "11"
"GIK23418-8" 52.55 -20.33 2841 0.56 115.384419312602 0.61558068739771 "11"
"ODP983" 60.4 -23.64 1984 0.993764409607564 115.169857937807 1.88340425531916 "11"
"V28-56" 68.033 -6.117 2941 1.06 115 1 "11"
"V29-202" 61 -21 2658 0.782585852372561 115.494294536561 0.734992700590809 "11"
"ODP1089" -40.94 9.89 4621 -0.461426530224041 115.095817092732 2.41140095238094 "11"
"PS2082" -43.22 11.74 4610 -0.23 114.377573384615 0.377573384615374 "11"
"PS2498" -44.15 -14.23 3783 -0.05 114.576933462532 0.576933462532295 "11"
"CH69_K09" 41.75 -47.35 4100 0.827160493827159 114.893333333333 1.62 "11"
"EW9209-1JPC" 5.91 -44.2 4056 0.51176420125312 115.086068586387 2.28054869109951 "11"
"GEOB1028-5" -20.1 9.19 2209 0.63 114.8235294 0.823529399999998 "11"
"GEOB2109-1" -27.91 -45.88 2504 0.82 114.4444444 0.444444399999995 "11"
"GIK12392-1" 25.17 -16.85 2573 0.773876384370508 115.113446097815 2.63424724245577 "11"
"GIK15669" 34.89 -7.82 2022 0.92 115.60115 0.398849999999996 "11"
"GIK16004" 29.98 -10.65 1512 0.97 115.357249829352 0.642750170648469 "11"
"GIK16030" 21.24 -18.06 1516 0.63 114.924408376136 0.924408376135915 "11"
"GIK16867" -2.2 5.1 3891 0.25 114.062660431655 0.0626604316546775 "11"
"GeoB1041" -3.48 -7.6 4033 0.36 115.113753758542 0.886246241457854 "11"
"GeoB1105" -1.67 -12.43 3225 0.434967143825584 114.53891523507 1.02388523424766 "11"
"GeoB1112" -5.78 -10.75 3125 0.63 115.617196747967 0.382803252032531 "11"
"GeoB1115" -3.56 -12.56 2945 0.85 115.169325752508 0.830674247491629 "11"
"GeoB1117" -3.82 -14.9 3984 -0.08 114.874892356688 0.874892356687909 "11"
"GeoB1214" -24.69 7.24 3210 0.32 114.454483333333 0.454483333333343 "11"
"GeoB1710" -23.43 11.7 2987 0.42 115.806861752434 0.19313824756604 "11"
"GeoB4216" 30.63 -12.4 2324 0.83 114.400238399072 0.400238399071938 "11"
"GeoB7920-2" 20.75 -18.58 2278 0.172381863879 115.186966439616 1.35674956637175 "11"
"IODP-U1308" 49.88 -24.24 3883 0.630868621465859 114.968885993751 4.76290625928857 "11"
"KNR140-37JPC" 31.41415 -75.25807 3000 0.637272728066116 115.26041665 1.14583330000001 "11"
"MD95_2042" 37.799833 -10.1665 3146 0.49036496350365 115.056666666667 2.74000000000002 "11"
"ODP1063" 33.683333 -57.616667 4584 0.705938650306748 114.603333333333 1.63 "11"
"ODP1087" -31.46 15.31 1372 -0.07 115.856450281849 0.143549718151064 "11"
"ODP925" 4.2 -43.49 3040 1.01 114.04114 0.0411400000000128 "11"
"ODP928" 5.46 -43.75 4012 0.97 115.782204285714 0.217795714285714 "11"
"SU90-03" 40.05 -32 2475 1.07803963452603 115.473742067308 1.00370192307695 "11"
"SU90-11" 44.07 -40.02 3645 0.4 114.376847188264 0.376847188264051 "11"
"U1308" 49.87776 -24.23811 3871 0.542122905027933 114.9875 3.57999999999997 "11"
"V22-174" -10.07 -12.82 2630 0.53 115.249224193548 0.7507758064516 "11"
"V22-38" -9.55 -34.25 3797 0.55 115.0434783 0.956521699999996 "11"
"V29-135" -19.7 8.88 2675 0.59 115.688732327586 0.311267672413805 "11"
"CH73-139" 54.63 -16.35 2209 0.73 114.72469245283 0.624692452830189 "12"
"GIK17051" 56.16 -31.99 2295 0.96 115.473237837838 0.626762162162137 "12"
"GIK23414-9" 53.54 -20.29 2196 0.993422021403093 115.013301408451 0.888380281690146 "12"
"GIK23415-9" 53.18 -19.15 2472 0.8 115.185503412969 0.914496587030726 "12"
"GIK23418-8" 52.55 -20.33 2841 0.56 115.384419312602 0.715580687397704 "12"
"ODP983" 60.4 -23.64 1984 0.993233456150718 115.169857937807 1.88340425531916 "12"
"V28-56" 68.033 -6.117 2941 1.06 115 0.900000000000006 "12"
"V29-202" 61 -21 2658 0.824192700837416 115.494294536561 0.834992700590803 "12"
"ODP1089" -40.94 9.89 4621 -0.452018348410735 115.095817092732 2.50303513784462 "12"
"PS2082" -43.22 11.74 4610 -0.23 114.377573384615 0.27757338461538 "12"
"PS2498" -44.15 -14.23 3783 -0.05 114.576933462532 0.476933462532301 "12"
"CH69_K09" 41.75 -47.35 4100 0.859868421052628 114.893333333333 1.52000000000001 "12"
"EW9209-1JPC" 5.91 -44.2 4056 0.494284285410197 115.086068586387 2.33785314136128 "12"
"GEOB1028-5" -20.1 9.19 2209 0.63 114.8235294 0.723529400000004 "12"
"GEOB2109-1" -27.91 -45.88 2504 0.82 114.4444444 0.3444444 "12"
"GIK12392-1" 25.17 -16.85 2573 0.769721744402014 115.113446097815 2.83424724245576 "12"
"GIK15669" 34.89 -7.82 2022 0.92 115.60115 0.49884999999999 "12"
"GIK16004" 29.98 -10.65 1512 0.97 115.357249829352 0.742750170648463 "12"
"GIK16030" 21.24 -18.06 1516 0.63 114.924408376136 0.824408376135921 "12"
"GeoB1041" -3.48 -7.6 4033 0.36 115.113753758542 0.986246241457849 "12"
"GeoB1105" -1.67 -12.43 3225 0.445974638902035 115.538304717854 0.977335800185017 "12"
"GeoB1112" -5.78 -10.75 3125 0.63 115.617196747967 0.482803252032525 "12"
"GeoB1115" -3.56 -12.56 2945 0.85 115.169325752508 0.930674247491623 "12"
"GeoB1117" -3.82 -14.9 3984 -0.08 114.874892356688 0.774892356687914 "12"
"GeoB1214" -24.69 7.24 3210 0.32 114.454483333333 0.354483333333349 "12"
"GeoB1710" -23.43 11.7 2987 0.42 115.806861752434 0.293138247566034 "12"
"GeoB4216" 30.63 -12.4 2324 0.834540860056615 115.24365536646 0.313166065223399 "12"
"GeoB7920-2" 20.75 -18.58 2278 0.167413139978208 115.186966439616 1.45674956637174 "12"
"IODP-U1308" 49.88 -24.24 3883 0.635854649289537 115.074020132018 4.74267888286272 "12"
"KNR140-37JPC" 31.41415 -75.25807 3000 0.646000001047272 115.26041665 1.14583330000001 "12"
"MD95_2042" 37.799833 -10.1665 3146 0.485985401459855 115.056666666667 2.74000000000002 "12"
"ODP1063" 33.683333 -57.616667 4584 0.754900662251654 114.603333333333 1.51000000000002 "12"
"ODP1087" -31.46 15.31 1372 -0.07 115.856450281849 0.243549718151058 "12"
"ODP928" 5.46 -43.75 4012 0.97 115.782204285714 0.317795714285708 "12"
"SU90-03" 40.05 -32 2475 1.07106545241174 115.473742067308 1.00370192307695 "12"
"SU90-11" 44.07 -40.02 3645 0.4 114.376847188264 0.276847188264057 "12"
"U1308" 49.87776 -24.23811 3871 0.534043715846995 115.125714285714 3.65999999999997 "12"
"V22-174" -10.07 -12.82 2630 0.53 115.249224193548 0.850775806451594 "12"
"V22-38" -9.55 -34.25 3797 0.55 115.0434783 0.94347830000001 "12"
"V28-127" 11.65 -80.13 3237 0.643 116.074856549521 0.0251434504792201 "12"
"V29-135" -19.7 8.88 2675 0.59 115.688732327586 0.4112676724138 "12"
"CH73-139" 54.63 -16.35 2209 0.73 114.72469245283 0.52469245283018 "13"
"GIK17051" 56.16 -31.99 2295 0.96 115.473237837838 0.726762162162146 "13"
"GIK23414-9" 53.54 -20.29 2196 1.02043747919144 115.013301408451 0.888380281690146 "13"
"GIK23415-9" 53.18 -19.15 2472 0.8 115.185503412969 0.985503412969265 "13"
"GIK23418-8" 52.55 -20.33 2841 0.56 115.384419312602 0.815580687397713 "13"
"ODP983" 60.4 -23.64 1984 0.996375341550521 115.357095253682 1.97735973813423 "13"
"V28-56" 68.033 -6.117 2941 1.06 115 0.799999999999997 "13"
"V29-202" 61 -21 2658 0.856899619187621 115.494294536561 0.934992700590811 "13"
"ODP1089" -40.94 9.89 4621 -0.437953566491131 115.095817092732 2.40303513784461 "13"
"PS2082" -43.22 11.74 4610 -0.23 114.377573384615 0.177573384615371 "13"
"PS2498" -44.15 -14.23 3783 -0.05 114.576933462532 0.376933462532293 "13"
"CH69_K09" 41.75 -47.35 4100 0.894137931034482 115.2125 1.45 "13"
"EW9209-1JPC" 5.91 -44.2 4056 0.497156872722656 115.086068586387 2.23785314136127 "13"
"GEOB1028-5" -20.1 9.19 2209 0.63 114.8235294 0.623529399999995 "13"
"GEOB2109-1" -27.91 -45.88 2504 0.82 114.4444444 0.244444399999992 "13"
"GIK12392-1" 25.17 -16.85 2573 0.766114804029039 115.113446097815 3.03424724245578 "13"
"GIK15669" 34.89 -7.82 2022 0.92 115.60115 0.598849999999999 "13"
"GIK16004" 29.98 -10.65 1512 0.97 115.357249829352 0.842750170648472 "13"
"GIK16030" 21.24 -18.06 1516 0.63 114.924408376136 0.724408376135912 "13"
"GeoB1041" -3.48 -7.6 4033 0.36 115.113753758542 0.913753758542143 "13"
"GeoB1105" -1.67 -12.43 3225 0.477693522006629 115.538304717854 0.977335800185017 "13"
"GeoB1112" -5.78 -10.75 3125 0.63 115.617196747967 0.582803252032534 "13"
"GeoB1115" -3.56 -12.56 2945 0.85 115.169325752508 0.969325752508368 "13"
"GeoB1117" -3.82 -14.9 3984 -0.08 114.874892356688 0.674892356687906 "13"
"GeoB1214" -24.69 7.24 3210 0.32 114.454483333333 0.25448333333334 "13"
"GeoB1710" -23.43 11.7 2987 0.42 115.806861752434 0.393138247566043 "13"
"GeoB4216" 30.63 -12.4 2324 0.869665994039934 115.24365536646 0.313166065223399 "13"
"GeoB7920-2" 20.75 -18.58 2278 0.166392237028659 115.186966439616 1.41518025944107 "13"
"IODP-U1308" 49.88 -24.24 3883 0.64102163590767 115.179206463664 4.77390883210128 "13"
"KNR140-37JPC" 31.41415 -75.25807 3000 0.65472727402843 115.26041665 1.14583330000001 "13"
"MD95_2042" 37.799833 -10.1665 3146 0.48336917562724 115.238 2.79000000000002 "13"
"MD96-2080" -36.2667 19.475 2488 0.85 116.1727273 0.0272726999999975 "13"
"ODP1063" 33.683333 -57.616667 4584 0.798677685950415 114.603333333333 1.20999999999999 "13"
"ODP1087" -31.46 15.31 1372 -0.07 115.856450281849 0.343549718151067 "13"
"ODP928" 5.46 -43.75 4012 0.97 115.782204285714 0.417795714285717 "13"
"SU90-03" 40.05 -32 2475 1.06409127029746 115.473742067308 1.00370192307695 "13"
"SU90-11" 44.07 -40.02 3645 0.4 114.376847188264 0.176847188264048 "13"
"U1308" 49.87776 -24.23811 3871 0.526022099447513 115.125714285714 3.61999999999996 "13"
"V22-174" -10.07 -12.82 2630 0.53 115.249224193548 0.950775806451603 "13"
"V22-38" -9.55 -34.25 3797 0.55 115.0434783 0.843478300000001 "13"
"V28-127" 11.65 -80.13 3237 0.643 116.074856549521 0.125143450479229 "13"
"V29-135" -19.7 8.88 2675 0.59 115.688732327586 0.511267672413808 "13"
"CH73-139" 54.63 -16.35 2209 0.73 114.72469245283 0.424692452830186 "14"
"GIK17051" 56.16 -31.99 2295 0.96 115.473237837838 0.82676216216214 "14"
"GIK23414-9" 53.54 -20.29 2196 1.04745293697979 115.013301408451 0.888380281690146 "14"
"GIK23415-9" 53.18 -19.15 2472 0.8 115.185503412969 0.885503412969271 "14"
"GIK23418-8" 52.55 -20.33 2841 0.56 115.384419312602 0.915580687397707 "14"
"ODP983" 60.4 -23.64 1984 0.997969506329923 115.509055973813 2.10850016366614 "14"
"V28-56" 68.033 -6.117 2941 1.06 115 0.700000000000003 "14"
"V29-202" 61 -21 2658 0.883286315505041 115.494294536561 1.03499270059081 "14"
"ODP1089" -40.94 9.89 4621 -0.424128945032801 115.303548922306 2.33814536340853 "14"
"PS2082" -43.22 11.74 4610 -0.23 114.377573384615 0.077573384615377 "14"
"PS2498" -44.15 -14.23 3783 -0.05 114.576933462532 0.276933462532298 "14"
"CH69_K09" 41.75 -47.35 4100 0.908791946308725 115.53 1.48999999999999 "14"
"EW9209-1JPC" 5.91 -44.2 4056 0.509503725956277 115.304899116492 2.22710667539268 "14"
"GEOB1028-5" -20.1 9.19 2209 0.63 114.8235294 0.523529400000001 "14"
"GEOB2109-1" -27.91 -45.88 2504 0.82 114.4444444 0.144444399999998 "14"
"GEOB3801-6" -29.51 -8.31 4546 0.53 116.29 0.00999999999999091 "14"
"GIK12392-1" 25.17 -16.85 2573 0.762953956994337 115.113446097815 3.23424724245577 "14"
"GIK15669" 34.89 -7.82 2022 0.92 115.60115 0.698849999999993 "14"
"GIK16004" 29.98 -10.65 1512 0.97 115.357249829352 0.942750170648466 "14"
"GIK16030" 21.24 -18.06 1516 0.63 114.924408376136 0.624408376135918 "14"
"GeoB1041" -3.48 -7.6 4033 0.36 115.113753758542 0.813753758542148 "14"
"GeoB1105" -1.67 -12.43 3225 0.509412405111217 115.538304717854 0.977335800185017 "14"
"GeoB1112" -5.78 -10.75 3125 0.63 115.617196747967 0.682803252032528 "14"
"GeoB1115" -3.56 -12.56 2945 0.85 115.169325752508 0.869325752508374 "14"
"GeoB1117" -3.82 -14.9 3984 -0.08 114.874892356688 0.574892356687911 "14"
"GeoB1214" -24.69 7.24 3210 0.32 114.454483333333 0.154483333333346 "14"
"GeoB1710" -23.43 11.7 2987 0.42 115.806861752434 0.493138247566037 "14"
"GeoB4216" 30.63 -12.4 2324 0.904791128023249 115.24365536646 0.313166065223399 "14"
"GeoB7920-2" 20.75 -18.58 2278 0.166878272078438 115.186966439616 1.31518025944108 "14"
"IODP-U1308" 49.88 -24.24 3883 0.642596143308629 115.284332636055 4.74344064452208 "14"
"KNR140-37JPC" 31.41415 -75.25807 3000 0.663454547009586 115.26041665 1.14583330000001 "14"
"MD95_2042" 37.799833 -10.1665 3146 0.490774647887324 115.403333333333 2.84 "14"
"MD96-2080" -36.2667 19.475 2488 0.85 116.1727273 0.127272699999992 "14"
"ODP1063" 33.683333 -57.616667 4584 0.857634408602151 114.765 0.930000000000007 "14"
"ODP1087" -31.46 15.31 1372 -0.07 115.856450281849 0.443549718151061 "14"
"ODP928" 5.46 -43.75 4012 0.97 115.782204285714 0.517795714285711 "14"
"SU90-03" 40.05 -32 2475 1.05711708818317 115.473742067308 1.00370192307695 "14"
"SU90-11" 44.07 -40.02 3645 0.4 114.376847188264 0.076847188264054 "14"
"U1308" 49.87776 -24.23811 3871 0.519888579387186 115.401428571429 3.58999999999996 "14"
"V22-174" -10.07 -12.82 2630 0.53 115.249224193548 0.949224193548403 "14"
"V22-38" -9.55 -34.25 3797 0.564999999999999 115.6304348 0.826087000000001 "14"
"V28-127" 11.65 -80.13 3237 0.643 116.074856549521 0.225143450479223 "14"
"V29-135" -19.7 8.88 2675 0.59 115.688732327586 0.611267672413803 "14"
"CH73-139" 54.63 -16.35 2209 0.73 114.72469245283 0.324692452830178 "15"
"GIK17051" 56.16 -31.99 2295 0.96 115.473237837838 0.926762162162149 "15"
"GIK23414-9" 53.54 -20.29 2196 1.07446839476814 115.013301408451 0.888380281690146 "15"
"GIK23415-9" 53.18 -19.15 2472 0.8 115.185503412969 0.785503412969263 "15"
"GIK23418-8" 52.55 -20.33 2841 0.56 115.384419312602 0.984419312602284 "15"
"ODP983" 60.4 -23.64 1984 1.00044289160331 115.747851391162 2.39342127659579 "15"
"V28-56" 68.033 -6.117 2941 1.0559999982 115.66666665 0.666666699999993 "15"
"V29-202" 61 -21 2658 0.905023343801924 115.494294536561 1.13499270059081 "15"
"ODP1089" -40.94 9.89 4621 -0.414207523475045 115.51128075188 2.39593729323309 "15"
"PS2498" -44.15 -14.23 3783 -0.05 114.576933462532 0.17693346253229 "15"
"CH69_K09" 41.75 -47.35 4100 0.902578616352201 115.53 1.59 "15"
"EW9209-1JPC" 5.91 -44.2 4056 0.522974117981712 115.304899116492 2.22710667539268 "15"
"GEOB1028-5" -20.1 9.19 2209 0.63 114.8235294 0.423529399999993 "15"
"GEOB2109-1" -27.91 -45.88 2504 0.82 114.4444444 0.0444443999999891 "15"
"GEOB3801-6" -29.51 -8.31 4546 0.53 116.29 0.109999999999999 "15"
"GIK12392-1" 25.17 -16.85 2573 0.760872071289459 115.113446097815 2.85378439125911 "15"
"GIK15669" 34.89 -7.82 2022 0.92 115.60115 0.798850000000002 "15"
"GIK16004" 29.98 -10.65 1512 0.97 115.357249829352 0.957249829351525 "15"
"GIK16030" 21.24 -18.06 1516 0.63 114.924408376136 0.524408376135909 "15"
"GeoB1041" -3.48 -7.6 4033 0.36 115.113753758542 0.71375375854214 "15"
"GeoB1105" -1.67 -12.43 3225 0.541131288215811 115.538304717854 0.977335800185017 "15"
"GeoB1112" -5.78 -10.75 3125 0.63 115.617196747967 0.782803252032537 "15"
"GeoB1115" -3.56 -12.56 2945 0.85 115.169325752508 0.769325752508365 "15"
"GeoB1117" -3.82 -14.9 3984 -0.08 114.874892356688 0.474892356687903 "15"
"GeoB1214" -24.69 7.24 3210 0.32 114.454483333333 0.0544833333333372 "15"
"GeoB1710" -23.43 11.7 2987 0.42 115.806861752434 0.593138247566046 "15"
"GeoB4216" 30.63 -12.4 2324 0.939916262006569 115.24365536646 0.313166065223399 "15"
"GeoB7920-2" 20.75 -18.58 2278 0.167444301029699 115.186966439616 1.21518025944107 "15"
"IODP-U1308" 49.88 -24.24 3883 0.641103823869512 115.389497288793 4.7846198323393 "15"
"KNR140-37JPC" 31.41415 -75.25807 3000 0.672181819990744 115.26041665 1.14583330000001 "15"
"MD95_2042" 37.799833 -10.1665 3146 0.50274647887324 115.403333333333 2.84 "15"
"MD96-2080" -36.2667 19.475 2488 0.85 116.1727273 0.2272727 "15"
"ODP1063" 33.683333 -57.616667 4584 0.877253333333332 115.303333333333 0.75 "15"
"ODP1087" -31.46 15.31 1372 -0.07 115.856450281849 0.54354971815107 "15"
"ODP928" 5.46 -43.75 4012 0.97 115.782204285714 0.61779571428572 "15"
"RC13-228" -22.33 11.2 3204 0.58 116.3892 0.0108000000000033 "15"
