"Row.names" "dataset" "equation" "model" "type" "period" "reps" "run.no" "dep_4" "filename" "success.rate" "sigma" "N_mem" "A_mem" "a.AABW" "b.AABW" "c.AABW" "e.AABW" "a.NADW" "b.NADW" "c.NADW" "e.NADW" "lower" "upper"
"1" "LIG" "quad" "UVic" "data" "Holocene" 1 "1" 3950 "1_LIG_UVic_Holocene_data_quad_d13C.txt" TRUE 0.291929440871473 1.04047619047619 0.2025 0.0080221239682572 -0.0161160328530826 1.7821689054079e-06 36.7638045179733 0.00455923352335626 0.000141841379671207 -3.92129603865112e-08 0.815396155633059 2 3
"1" "LIG" "tanh" "UVic" "data" "Holocene" 1 "2" NA "1_LIG_UVic_Holocene_data_tanh_d13C.txt" TRUE 0.323453105483919 1.04047619047619 0.2025 0.0080221239682572 -0.0161160328530826 1.7821689054079e-06 36.7638045179733 -0.0276228118756677 -0.00150451205655465 3.56905883233137e-07 0.200991587914082 2 3
"1" "LIG" "quad" "UVic" "data" "Holocene" 1 "3" 3200 "1_LIG_UVic_Holocene_data_quad_d13C.txt" TRUE 0.279925322847223 1.05461111111111 0.128 0.00164432931313148 -0.000858607765265085 8.06473813945649e-08 2.83389618095188 0.000856353928034775 0.000402393872681487 -1.03180066422349e-07 0.664817355275969 3 4
"1" "LIG" "tanh" "UVic" "data" "Holocene" 1 "4" NA "1_LIG_UVic_Holocene_data_tanh_d13C.txt" TRUE 0.281314937135043 1.05461111111111 0.128 0.00164432931313148 -0.000858607765265085 8.06473813945649e-08 2.83389618095188 -0.0033202314569856 0.00316626328033348 -3.24884577066025e-07 -7.68150388247165 3 4
"1" "LIG" "quad" "UVic" "data" "Holocene" 1 "5" 3200 "1_LIG_UVic_Holocene_data_quad_d13C.txt" TRUE 0.27655568854785 1.0605 0.144 0.00571490668256363 -0.000887674964393115 8.57461478637397e-08 2.80976219119838 0.00199812161264339 0.00045616359305722 -1.00820328515152e-07 0.505765592079344 4 5
"1" "LIG" "tanh" "UVic" "data" "Holocene" 1 "6" NA "1_LIG_UVic_Holocene_data_tanh_d13C.txt" TRUE 0.279431489400596 1.0605 0.144 0.00571490668256363 -0.000887674964393115 8.57461478637397e-08 2.80976219119838 -0.0157698584466343 0.00330251309858857 -3.37885399145454e-07 -7.87999909519648 4 5
"1" "LIG" "quad" "UVic" "data" "Holocene" 1 "7" 3600 "1_LIG_UVic_Holocene_data_quad_d13C.txt" TRUE 0.304674346995712 1.04409970238095 0.0126666666666667 0.00429914908645649 0.0003655932785234 -4.52169918438947e-08 -0.0450635711365326 0.0034464668532037 0.000435446171601463 -1.02934559395405e-07 0.511746739924289 5 6
"1" "LIG" "tanh" "UVic" "data" "Holocene" 1 "8" NA "1_LIG_UVic_Holocene_data_tanh_d13C.txt" TRUE 0.316732340764791 1.04409970238095 0.0126666666666667 0.00429914908645649 0.0003655932785234 -4.52169918438947e-08 -0.0450635711365326 -0.0139518013611908 0.000971803213114779 -8.02603855074078e-08 -3.00936321612635 5 6
"1" "LIG" "quad" "UVic" "data" "Holocene" 1 "9" 3700 "1_LIG_UVic_Holocene_data_quad_d13C.txt" TRUE 0.303885029095494 1.0414055258467 0.133611111111111 0.00468718651917803 -0.00229801706414285 2.54097045186672e-07 5.75157245325552 0.00396137476861562 0.000228535799568669 -6.08099409268838e-08 0.731503073208023 6 7
"1" "LIG" "tanh" "UVic" "data" "Holocene" 1 "10" NA "1_LIG_UVic_Holocene_data_tanh_d13C.txt" TRUE 0.315830423663033 1.0414055258467 0.133611111111111 0.00468718651917803 -0.00229801706414285 2.54097045186672e-07 5.75157245325552 -0.0134326587065061 0.000589951403058217 -1.15014518712566e-08 -2.35040972894361 6 7
"1" "LIG" "quad" "UVic" "data" "Holocene" 1 "11" 3950 "1_LIG_UVic_Holocene_data_quad_d13C.txt" TRUE 0.311465509959353 1.02241176470588 0.108333333333333 0.00420989658642261 -0.00433480627151964 4.88437748141518e-07 10.0700990589992 0.00430608928465347 0.000237682160369107 -6.34014178115805e-08 0.716481421137016 7 8
"1" "LIG" "tanh" "UVic" "data" "Holocene" 1 "12" NA "1_LIG_UVic_Holocene_data_tanh_d13C.txt" TRUE 0.32682277904497 1.02241176470588 0.108333333333333 0.00420989658642261 -0.00433480627151964 4.88437748141518e-07 10.0700990589992 -0.0152682802487756 0.00260935754560594 -2.66141964638571e-07 -6.21305716435616 7 8
"1" "LIG" "quad" "UVic" "data" "Holocene" 1 "13" 3950 "1_LIG_UVic_Holocene_data_quad_d13C.txt" TRUE 0.293239176708786 1.01072128851541 0.12 0.00623591703595267 -0.0032223713189737 3.74622470378484e-07 7.35443159041944 0.00436742305004893 0.000272157644462683 -5.82145172288179e-08 0.571373604114746 8 9
"1" "LIG" "tanh" "UVic" "data" "Holocene" 1 "14" NA "1_LIG_UVic_Holocene_data_tanh_d13C.txt" TRUE 0.328375486814487 1.01072128851541 0.12 0.00623591703595267 -0.0032223713189737 3.74622470378484e-07 7.35443159041944 -0.0150320253482374 -0.000677699932829346 1.79911894890448e-07 -0.296248150062883 8 9
"1" "LIG" "quad" "UVic" "data" "Holocene" 1 "15" 3950 "1_LIG_UVic_Holocene_data_quad_d13C.txt" TRUE 0.312708671757119 0.89156862745098 0.0329166666666667 0.0027143363823838 -0.00296122329862573 3.24674058963777e-07 7.18883641505156 0.00324155206746475 -0.000252390476013323 2.90642848611097e-08 1.22129890950563 9 10
