"Lat" "Lon" "Ocean_depth" "d13C" "weights" "run.no"
36.05 -72.38 3942 0.4 4.9 "25"
36.05 -72.38 3942 0.63 4.9 "25"
36.51 -23.74 4170 0.52 4.3 "25"
36.51 -23.74 4170 0.225 4.3 "25"
37.58 -31.84 2690 0.758 4.3 "25"
37.58 -31.84 2690 0.682 4.3 "25"
37.799833 -10.1665 3146 0.04 4.3 "25"
37.799833 -10.1665 3146 0.11 4.3 "25"
37.8 -10.17 3146 0.483 4.3 "25"
37.8 -10.17 3146 0.1535 4.3 "25"
38.24 -10.39 4602 -0.179444444444444 4.3 "25"
38.24 -10.39 4602 -0.395555555555555 4.3 "25"
40.05 -32 2475 1.075 4.3 "25"
40.05 -32 2475 1.04 4.3 "25"
40.58 -9.86 2465 0.283333333333333 4.3 "25"
40.58 -9.86 2465 0.0983333333333333 4.3 "25"
40.58 -9.86 2465 0.216666666666667 4.3 "25"
40.58 -9.86 2465 0.07 4.3 "25"
41.72 -32.85 3427 0.833333333333333 4.3 "25"
41.72 -32.85 3427 0.81 4.3 "25"
41.75 -47.35 4100 -0.79 4.9 "25"
41.75 -47.35 4100 0.11 4.9 "25"
44.36 -26.54 3050 0.77 4.3 "25"
44.36 -26.54 3050 0.92 4.3 "25"
45.63 -22.75 3625 0.265 4.3 "25"
45.63 -22.75 3625 0.22 4.3 "25"
48.22 -27.06 2558 0.8925 4.3 "25"
48.22 -27.06 2558 0.905 4.3 "25"
49.87776 -24.23811 3871 0.584666666666667 4.3 "25"
49.87776 -24.23811 3871 0.53 4.3 "25"
49.88 -24.24 3883 0.22 4.3 "25"
49.88 -24.24 3883 0.1975 4.3 "25"
-31.46 15.31 1372 0.285 3.5 "25"
-31.46 15.31 1372 0.25 3.5 "25"
-27.7 -46.52 1567 0.645 5 "25"
-27.7 -46.52 1567 0.63 5 "25"
-4 10 1000 0.1 3.5 "25"
-4 10 1000 0.0466666666666667 3.5 "25"
12.09 -61.24 1299 0.49 4.9 "25"
12.09 -61.24 1299 0.5625 4.9 "25"
21.24 -18.06 1516 0.785 4.3 "25"
21.24 -18.06 1516 0.77 4.3 "25"
26.14 -77.23 1320 1.065 4.9 "25"
26.14 -77.23 1320 1.2875 4.9 "25"
28.89 -13.23 1358 0.77 4.3 "25"
28.89 -13.23 1358 0.9 4.3 "25"
29.98 -10.65 1512 0.693333333333333 4.3 "25"
29.98 -10.65 1512 0.751111111111111 4.3 "25"
35.65 -8.06 1765 0.83 4.3 "25"
35.65 -8.06 1765 0.81 4.3 "25"
37.82 -9.5 1086 0.822 4.3 "25"
37.82 -9.5 1086 0.806 4.3 "25"
52.55 -20.33 2841 0.54 4.3 "26"
52.55 -20.33 2841 0.34 4.3 "26"
53.18 -19.15 2472 0.33 4.3 "26"
53.18 -19.15 2472 0.535 4.3 "26"
53.54 -20.29 2196 0.9 4.3 "26"
53.54 -20.29 2196 0.96 4.3 "26"
54.25 -16.83 2393 0.32 4.3 "26"
54.25 -16.83 2393 0.255 4.3 "26"
54.63 -16.35 2209 0.776666666666667 4.3 "26"
54.63 -16.35 2209 0.76 4.3 "26"
54.96 -19.76 1487 1.0675 4.3 "26"
54.96 -19.76 1487 1.3 4.3 "26"
55.48 -14.68 2161 0.4125 4.3 "26"
55.48 -14.68 2161 0.375 4.3 "26"
55.49 -14.7 2168 0.98 4.3 "26"
55.49 -14.7 2168 0.995 4.3 "26"
56.04 -23.22 2311 0.97 4.3 "26"
56.04 -23.22 2311 0.94 4.3 "26"
56.16 -31.99 2295 0.79 4.3 "26"
56.16 -31.99 2295 0.58 4.3 "26"
57.51 -15.85 1134 0.7675 4.3 "26"
57.51 -15.85 1134 0.62 4.3 "26"
59.19 -30.9 1416 0.74 4.3 "26"
59.19 -30.9 1416 0.68 4.3 "26"
60.4 -23.64 1984 1.09 4.3 "26"
60.4 -23.64 1984 0.895 4.3 "26"
61 -24 1650 0.885 4.3 "26"
61 -24 1650 0.76 4.3 "26"
64.78 -29.57 1855 0.51 4.3 "26"
64.78 -29.57 1855 0.634 4.3 "26"
64.8 -29.6 1893 0.593333333333333 4.3 "26"
64.8 -29.6 1893 0.725 4.3 "26"
-44.15 -14.23 3783 -1.05666666666667 0.7 "26"
-44.15 -14.23 3783 -1.185 0.7 "26"
-44.07 -14.21 3770 -0.19 0.7 "26"
-44.07 -14.21 3770 -0.79 0.7 "26"
-43.22 11.74 4610 -0.3425 0.7 "26"
-43.22 11.74 4610 -0.34 0.7 "26"
-42.91 8.9 3702 -0.2 0.7 "26"
-42.91 8.9 3702 -0.355 0.7 "26"
-41.28 -14.49 3134 0.12 0.7 "26"
-41.28 -14.49 3134 0.08 0.7 "26"
-40.94 9.89 4621 -0.59 0.7 "26"
-40.94 9.89 4621 -0.39 0.7 "26"
-36.2667 19.475 2488 0.54 3.5 "26"
-36.2667 19.475 2488 0.48 3.5 "26"
-31.46 15.31 1372 0.285 3.5 "26"
-31.46 15.31 1372 0.25 3.5 "26"
-29.51 -8.31 4546 0.375714285714286 3.5 "26"
-29.51 -8.31 4546 0.341428571428571 3.5 "26"
-27.91 -45.88 2504 0.24 5 "26"
-27.91 -45.88 2504 0.243333333333333 5 "26"
-27.7 -46.52 1567 0.645 5 "26"
-27.7 -46.52 1567 0.63 5 "26"
-26.95 -44.67 2069 0.247125 5 "26"
-26.95 -44.67 2069 0.201 5 "26"
-26.7 -43.33 2438 0.285 5 "26"
-26.7 -43.33 2438 0.2025 5 "26"
-25.5 11.3 4194 -0.0546666666666667 3.5 "26"
-25.5 11.3 4194 -0.0325 3.5 "26"
-24.69 7.24 3210 0.36 3.5 "26"
-24.69 7.24 3210 0.25 3.5 "26"
-24.48 7.53 4084 0.01 3.5 "26"
-24.48 7.53 4084 0.105 3.5 "26"
-23.43 11.7 2987 0 3.5 "26"
-23.43 11.7 2987 0.01 3.5 "26"
-22.33 11.2 3204 -0.045 3.5 "26"
-22.33 11.2 3204 -0.15 3.5 "26"
-21.74 5.42 3772 0.176666666666667 3.5 "26"
-21.74 5.42 3772 0.105 3.5 "26"
-21.59 5.03 4453 -0.1675 3.5 "26"
-21.59 5.03 4453 -0.201666666666667 3.5 "26"
-20.1 9.19 2209 0.223333333333333 3.5 "26"
-20.1 9.19 2209 0.1 3.5 "26"
-19.7 8.88 2675 0.36 3.5 "26"
-19.7 8.88 2675 0.225 3.5 "26"
-5.78 -10.75 3125 0.5425 3.5 "26"
-5.78 -10.75 3125 0.53 3.5 "26"
-4 10 1000 0.1 3.5 "26"
-4 10 1000 0.0466666666666667 3.5 "26"
-3.82 -14.9 3984 0.67 5 "26"
-3.82 -14.9 3984 0.6 5 "26"
-3.56 -16.43 4675 0.69 5 "26"
-3.56 -16.43 4675 0.26 5 "26"
-3.48 -7.6 4033 0.61 3.5 "26"
-3.48 -7.6 4033 0.29 3.5 "26"
-2.2 5.1 3891 0.336666666666667 3.5 "26"
-2.2 5.1 3891 0.27 3.5 "26"
-1.67 -12.43 3225 0.57 3.5 "26"
-1.67 -12.43 3225 0.39 3.5 "26"
-1.34 -11.9733 3911 0.035 3.5 "26"
-1.34 -11.9733 3911 -0.18 3.5 "26"
0.11 -23.23 3806 0.565714285714286 4.3 "26"
0.11 -23.23 3806 0.448571428571429 4.3 "26"
1.37 -33.48 3824 0.205 4.9 "26"
1.37 -33.48 3824 0.37 4.9 "26"
1.66 -10.98 4588 0.514 4.3 "26"
1.66 -10.98 4588 0.406 4.3 "26"
2.46 -19.76 5105 0.054 4.3 "26"
2.46 -19.76 5105 0.00700000000000001 4.3 "26"
2.47 -19.73 4998 0.612 4.3 "26"
2.47 -19.73 4998 0.63 4.3 "26"
3.09 -20.02 4745 0.198333333333333 4.3 "26"
3.09 -20.02 4745 0.196666666666667 4.3 "26"
3.72 -42.91 3598 -0.01 4.9 "26"
3.72 -42.91 3598 0.263333333333333 4.9 "26"
4.2 -43.49 3040 0.31 4.9 "26"
4.2 -43.49 3040 0.316666666666667 4.9 "26"
4.23 -20.63 3792 0.34 4.3 "26"
4.23 -20.63 3792 0.283333333333333 4.3 "26"
4.31 -20.21 4095 0.338333333333333 4.3 "26"
4.31 -20.21 4095 0.346666666666667 4.3 "26"
4.34 -43.49 2816 0.0811111111111111 4.9 "26"
4.34 -43.49 2816 -0.0127777777777778 4.9 "26"
4.36 -43.7 3164 0.505 4.9 "26"
4.36 -43.7 3164 0.6175 4.9 "26"
4.56 -43.38 3547 -0.065 4.9 "26"
4.56 -43.38 3547 -0.01 4.9 "26"
4.76 -43.31 3810 -0.035 4.9 "26"
4.76 -43.31 3810 -0.21 4.9 "26"
4.79 -43.04 4341 0.0925 4.9 "26"
4.79 -43.04 4341 0.01125 4.9 "26"
4.87 -43.21 3995 -0.216666666666667 4.9 "26"
4.87 -43.21 3995 -0.233333333333333 4.9 "26"
4.92 -20.5 2937 0.55 4.3 "26"
4.92 -20.5 2937 0.48 4.3 "26"
4.95 -42.89 4556 0.015 4.9 "26"
4.95 -42.89 4556 0.07 4.9 "26"
5.26 -21.71 3423 0.59 4.3 "26"
5.26 -21.71 3423 0.595 4.3 "26"
5.45 -21.14 3160 0.47 4.3 "26"
5.45 -21.14 3160 0.465 4.3 "26"
5.46 -43.75 4012 0.366666666666667 4.9 "26"
5.46 -43.75 4012 0.21 4.9 "26"
5.67 -19.85 2862 0.505 4.3 "26"
5.67 -19.85 2862 0.48 4.3 "26"
5.91 -44.2 4056 -0.02 4.9 "26"
5.91 -44.2 4056 0.21 4.9 "26"
5.98 -43.74 4369 0.263 4.9 "26"
5.98 -43.74 4369 0.182 4.9 "26"
6.13 -43.44 4503 -0.165454545454545 4.9 "26"
6.13 -43.44 4503 -0.24 4.9 "26"
6.64 -21.9 3527 0.538333333333333 4.3 "26"
6.64 -21.9 3527 0.536666666666667 4.3 "26"
11.65 -80.13 3237 0.8555 4.9 "26"
11.65 -80.13 3237 0.781 4.9 "26"
12.09 -61.24 1299 0.49 4.9 "26"
12.09 -61.24 1299 0.5625 4.9 "26"
12.44 -18.06 3223 0.07 4.3 "26"
12.44 -18.06 3223 0.05 4.3 "26"
14.17 -18.58 3167 0.19 4.3 "26"
14.17 -18.58 3167 0.275 4.3 "26"
14.42 -20.54 4202 0.04 4.3 "26"
14.42 -20.54 4202 -0.05 4.3 "26"
14.5 -17.95 2384 -0.25 4.3 "26"
14.5 -17.95 2384 0.005 4.3 "26"
15.83 -17.86 2576 -0.2 4.3 "26"
15.83 -17.86 2576 -0.12 4.3 "26"
18.08 -21.03 3082 0.3025 4.3 "26"
18.08 -21.03 3082 0.274583333333333 4.3 "26"
18.43 -21.08 3093 0.46 4.3 "26"
18.43 -21.08 3093 0.43 4.3 "26"
20.75 -18.58 2278 0.195 4.3 "26"
20.75 -18.58 2278 0.37 4.3 "26"
21.15 -18.57 2778 -0.09 4.3 "26"
21.15 -18.57 2778 0.08 4.3 "26"
21.24 -18.06 1516 0.785 4.3 "26"
21.24 -18.06 1516 0.77 4.3 "26"
23.14 -17.75 2136 0.335 4.3 "26"
23.14 -17.75 2136 0.17 4.3 "26"
25.17 -16.85 2573 0.418888888888889 4.3 "26"
25.17 -16.85 2573 0.43 4.3 "26"
26.14 -77.23 1320 1.065 4.9 "26"
26.14 -77.23 1320 1.2875 4.9 "26"
28.89 -13.23 1358 0.77 4.3 "26"
28.89 -13.23 1358 0.9 4.3 "26"
29.98 -10.65 1512 0.693333333333333 4.3 "26"
29.98 -10.65 1512 0.751111111111111 4.3 "26"
30.63 -12.4 2324 0.25 4.3 "26"
30.63 -12.4 2324 0.1725 4.3 "26"
33.69 -57.63 4583 -0.644 4.9 "26"
33.69 -57.63 4583 -0.62 4.9 "26"
34.86 -8.13 2460 0.6175 4.3 "26"
34.86 -8.13 2460 0.595 4.3 "26"
34.89 -7.82 2022 0.475 4.3 "26"
34.89 -7.82 2022 0.43 4.3 "26"
35.65 -8.06 1765 0.83 4.3 "26"
35.65 -8.06 1765 0.81 4.3 "26"
36.05 -72.38 3942 0.4 4.9 "26"
36.05 -72.38 3942 0.63 4.9 "26"
36.51 -23.74 4170 0.52 4.3 "26"
36.51 -23.74 4170 0.225 4.3 "26"
37.58 -31.84 2690 0.758 4.3 "26"
37.58 -31.84 2690 0.682 4.3 "26"
37.799833 -10.1665 3146 0.04 4.3 "26"
37.799833 -10.1665 3146 0.11 4.3 "26"
37.8 -10.17 3146 0.483 4.3 "26"
37.8 -10.17 3146 0.1535 4.3 "26"
37.82 -9.5 1086 0.822 4.3 "26"
37.82 -9.5 1086 0.806 4.3 "26"
38.24 -10.39 4602 -0.179444444444444 4.3 "26"
38.24 -10.39 4602 -0.395555555555555 4.3 "26"
40.05 -32 2475 1.075 4.3 "26"
40.05 -32 2475 1.04 4.3 "26"
40.58 -9.86 2465 0.283333333333333 4.3 "26"
40.58 -9.86 2465 0.0983333333333333 4.3 "26"
40.58 -9.86 2465 0.216666666666667 4.3 "26"
40.58 -9.86 2465 0.07 4.3 "26"
41.72 -32.85 3427 0.833333333333333 4.3 "26"
41.72 -32.85 3427 0.81 4.3 "26"
41.75 -47.35 4100 -0.79 4.9 "26"
41.75 -47.35 4100 0.11 4.9 "26"
44.36 -26.54 3050 0.77 4.3 "26"
44.36 -26.54 3050 0.92 4.3 "26"
45.63 -22.75 3625 0.265 4.3 "26"
45.63 -22.75 3625 0.22 4.3 "26"
48.22 -27.06 2558 0.8925 4.3 "26"
48.22 -27.06 2558 0.905 4.3 "26"
49.87776 -24.23811 3871 0.584666666666667 4.3 "26"
49.87776 -24.23811 3871 0.53 4.3 "26"
49.88 -24.24 3883 0.22 4.3 "26"
49.88 -24.24 3883 0.1975 4.3 "26"
52.55 -20.33 2841 0.68 4.3 "27"
52.55 -20.33 2841 0.56 4.3 "27"
53.18 -19.15 2472 0.09 4.3 "27"
53.18 -19.15 2472 0.595 4.3 "27"
53.54 -20.29 2196 0.85 4.3 "27"
53.54 -20.29 2196 0.65 4.3 "27"
54.25 -16.83 2393 0.19 4.3 "27"
54.25 -16.83 2393 0.295 4.3 "27"
54.63 -16.35 2209 0.41 4.3 "27"
54.63 -16.35 2209 0.59 4.3 "27"
54.96 -19.76 1487 1.435 4.3 "27"
54.96 -19.76 1487 1.57 4.3 "27"
55.48 -14.68 2161 0.3375 4.3 "27"
55.48 -14.68 2161 0.3 4.3 "27"
55.49 -14.7 2168 1.01 4.3 "27"
55.49 -14.7 2168 1.065 4.3 "27"
56.04 -23.22 2311 0.962 4.3 "27"
56.04 -23.22 2311 0.984 4.3 "27"
56.16 -31.99 2295 0.59 4.3 "27"
56.16 -31.99 2295 0.59 4.3 "27"
57.51 -15.85 1134 0.8025 4.3 "27"
57.51 -15.85 1134 0.985 4.3 "27"
59.19 -30.9 1416 0.696666666666667 4.3 "27"
59.19 -30.9 1416 0.713333333333333 4.3 "27"
60.4 -23.64 1984 0.9975 4.3 "27"
60.4 -23.64 1984 1.1 4.3 "27"
61 -24 1650 0.77 4.3 "27"
61 -24 1650 0.761666666666667 4.3 "27"
64.78 -29.57 1855 0.758 4.3 "27"
64.78 -29.57 1855 0.882 4.3 "27"
64.8 -29.6 1893 0.563333333333333 4.3 "27"
64.8 -29.6 1893 0.73 4.3 "27"
-44.15 -14.23 3783 -1.07 0.7 "27"
-44.15 -14.23 3783 -0.9 0.7 "27"
-44.07 -14.21 3770 -0.96 0.7 "27"
-44.07 -14.21 3770 -1.05 0.7 "27"
-43.22 11.74 4610 -0.565 0.7 "27"
-43.22 11.74 4610 -0.79 0.7 "27"
-42.91 8.9 3702 -0.51 0.7 "27"
-42.91 8.9 3702 -0.6 0.7 "27"
-41.28 -14.49 3134 0.04 0.7 "27"
-41.28 -14.49 3134 -0.0666666666666667 0.7 "27"
-40.94 9.89 4621 -0.32 0.7 "27"
-40.94 9.89 4621 -0.675 0.7 "27"
-29.51 -8.31 4546 0.307142857142857 3.5 "27"
-29.51 -8.31 4546 0.272857142857143 3.5 "27"
-25.5 11.3 4194 -0.0103333333333333 3.5 "27"
-25.5 11.3 4194 0.0118333333333333 3.5 "27"
-24.48 7.53 4084 0.2 3.5 "27"
-24.48 7.53 4084 0.09 3.5 "27"
-21.74 5.42 3772 0.0333333333333333 3.5 "27"
-21.74 5.42 3772 -0.0383333333333333 3.5 "27"
-21.59 5.03 4453 -0.235833333333333 3.5 "27"
-21.59 5.03 4453 -0.27 3.5 "27"
-3.82 -14.9 3984 0.53 5 "27"
-3.82 -14.9 3984 0.285 5 "27"
-3.56 -16.43 4675 -0.17 5 "27"
-3.56 -16.43 4675 -0.155 5 "27"
-3.48 -7.6 4033 -0.03 3.5 "27"
-3.48 -7.6 4033 -0.0666666666666667 3.5 "27"
-2.2 5.1 3891 0.172 3.5 "27"
-2.2 5.1 3891 0.074 3.5 "27"
-1.34 -11.9733 3911 -0.192 3.5 "27"
-1.34 -11.9733 3911 -0.204 3.5 "27"
0.11 -23.23 3806 0.331428571428571 4.3 "27"
0.11 -23.23 3806 0.214285714285714 4.3 "27"
1.37 -33.48 3824 0.02 4.9 "27"
1.37 -33.48 3824 0.09 4.9 "27"
1.66 -10.98 4588 0.298 4.3 "27"
1.66 -10.98 4588 0.19 4.3 "27"
2.46 -19.76 5105 -0.04 4.3 "27"
2.46 -19.76 5105 -0.0858333333333333 4.3 "27"
2.47 -19.73 4998 0.575 4.3 "27"
2.47 -19.73 4998 0.52 4.3 "27"
3.09 -20.02 4745 0.195 4.3 "27"
3.09 -20.02 4745 0.193333333333333 4.3 "27"
4.23 -20.63 3792 0.226666666666667 4.3 "27"
4.23 -20.63 3792 0.17 4.3 "27"
4.31 -20.21 4095 0.355 4.3 "27"
4.31 -20.21 4095 0.363333333333333 4.3 "27"
4.76 -43.31 3810 -0.145625 4.9 "27"
4.76 -43.31 3810 -0.08125 4.9 "27"
4.79 -43.04 4341 -0.07 4.9 "27"
4.79 -43.04 4341 0.0775 4.9 "27"
4.87 -43.21 3995 -0.25 4.9 "27"
4.87 -43.21 3995 -0.16375 4.9 "27"
4.95 -42.89 4556 0.1675 4.9 "27"
4.95 -42.89 4556 0.265 4.9 "27"
5.46 -43.75 4012 0.74 4.9 "27"
5.46 -43.75 4012 0.15 4.9 "27"
5.91 -44.2 4056 0.18 4.9 "27"
5.91 -44.2 4056 0.15 4.9 "27"
5.98 -43.74 4369 0.101 4.9 "27"
5.98 -43.74 4369 0.02 4.9 "27"
6.13 -43.44 4503 0.04 4.9 "27"
6.13 -43.44 4503 0.035 4.9 "27"
14.42 -20.54 4202 0.045 4.3 "27"
14.42 -20.54 4202 -0.18 4.3 "27"
33.69 -57.63 4583 -0.52 4.9 "27"
33.69 -57.63 4583 -0.53 4.9 "27"
36.05 -72.38 3942 0.08 4.9 "27"
36.05 -72.38 3942 0.253333333333333 4.9 "27"
36.51 -23.74 4170 -0.07 4.3 "27"
36.51 -23.74 4170 0.04 4.3 "27"
38.24 -10.39 4602 -0.611666666666667 4.3 "27"
38.24 -10.39 4602 -0.827777777777778 4.3 "27"
41.75 -47.35 4100 0.0725 4.9 "27"
41.75 -47.35 4100 0.035 4.9 "27"
45.63 -22.75 3625 0.175 4.3 "27"
45.63 -22.75 3625 0.13 4.3 "27"
49.87776 -24.23811 3871 0.16 4.3 "27"
49.87776 -24.23811 3871 0.1675 4.3 "27"
49.88 -24.24 3883 0.175 4.3 "27"
49.88 -24.24 3883 0.16 4.3 "27"
-36.2667 19.475 2488 0.42 3.5 "27"
-36.2667 19.475 2488 0.36 3.5 "27"
-31.46 15.31 1372 0.215 3.5 "27"
-31.46 15.31 1372 0.18 3.5 "27"
-27.91 -45.88 2504 0.246666666666667 5 "27"
-27.91 -45.88 2504 0.25 5 "27"
-27.7 -46.52 1567 0.753333333333333 5 "27"
-27.7 -46.52 1567 0.876666666666667 5 "27"
-26.95 -44.67 2069 0.33325 5 "27"
-26.95 -44.67 2069 0.4655 5 "27"
-26.7 -43.33 2438 0.12 5 "27"
-26.7 -43.33 2438 1.088 5 "27"
-24.69 7.24 3210 0.14 3.5 "27"
-24.69 7.24 3210 0.03 3.5 "27"
-23.43 11.7 2987 0.02 3.5 "27"
-23.43 11.7 2987 -0.03 3.5 "27"
-22.33 11.2 3204 -0.135 3.5 "27"
-22.33 11.2 3204 -0.12 3.5 "27"
-20.1 9.19 2209 0.11 3.5 "27"
-20.1 9.19 2209 0.12 3.5 "27"
-19.7 8.88 2675 0.09 3.5 "27"
-19.7 8.88 2675 -0.065 3.5 "27"
-5.78 -10.75 3125 0.39 3.5 "27"
-5.78 -10.75 3125 0.25 3.5 "27"
-4 10 1000 -0.00666666666666667 3.5 "27"
-4 10 1000 -0.06 3.5 "27"
-1.67 -12.43 3225 0.21 3.5 "27"
-1.67 -12.43 3225 0.44 3.5 "27"
3.72 -42.91 3598 0.536666666666667 4.9 "27"
3.72 -42.91 3598 0.81 4.9 "27"
4.2 -43.49 3040 0.323333333333333 4.9 "27"
4.2 -43.49 3040 0.33 4.9 "27"
4.34 -43.49 2816 -0.106666666666667 4.9 "27"
4.34 -43.49 2816 0.55 4.9 "27"
4.36 -43.7 3164 0.73 4.9 "27"
4.36 -43.7 3164 0.65 4.9 "27"
4.56 -43.38 3547 0.03 4.9 "27"
4.56 -43.38 3547 -0.06 4.9 "27"
4.92 -20.5 2937 0.41 4.3 "27"
4.92 -20.5 2937 0.44 4.3 "27"
5.26 -21.71 3423 0.6 4.3 "27"
5.26 -21.71 3423 0.535 4.3 "27"
5.45 -21.14 3160 0.46 4.3 "27"
5.45 -21.14 3160 0.455 4.3 "27"
5.67 -19.85 2862 0.455 4.3 "27"
5.67 -19.85 2862 0.43 4.3 "27"
6.64 -21.9 3527 0.535 4.3 "27"
6.64 -21.9 3527 0.533333333333333 4.3 "27"
11.65 -80.13 3237 0.892 4.9 "27"
11.65 -80.13 3237 1.003 4.9 "27"
12.09 -61.24 1299 0.54125 4.9 "27"
12.09 -61.24 1299 0.52 4.9 "27"
12.44 -18.06 3223 -0.12 4.3 "27"
12.44 -18.06 3223 -0.195 4.3 "27"
14.17 -18.58 3167 0.36 4.3 "27"
14.17 -18.58 3167 0.275 4.3 "27"
14.5 -17.95 2384 -0.268 4.3 "27"
14.5 -17.95 2384 -0.146 4.3 "27"
15.83 -17.86 2576 -0.04 4.3 "27"
15.83 -17.86 2576 -0.12 4.3 "27"
18.08 -21.03 3082 0.246666666666667 4.3 "27"
18.08 -21.03 3082 0.21875 4.3 "27"
18.43 -21.08 3093 0.355 4.3 "27"
18.43 -21.08 3093 0.56 4.3 "27"
20.75 -18.58 2278 0.39 4.3 "27"
20.75 -18.58 2278 0.43 4.3 "27"
21.15 -18.57 2778 0.265 4.3 "27"
21.15 -18.57 2778 0.03 4.3 "27"
21.24 -18.06 1516 0.785 4.3 "27"
21.24 -18.06 1516 0.8 4.3 "27"
23.14 -17.75 2136 0.2675 4.3 "27"
23.14 -17.75 2136 0.24 4.3 "27"
25.17 -16.85 2573 0.23 4.3 "27"
25.17 -16.85 2573 0.24 4.3 "27"
26.14 -77.23 1320 1.51 4.9 "27"
26.14 -77.23 1320 1.4 4.9 "27"
28.89 -13.23 1358 1.03 4.3 "27"
28.89 -13.23 1358 1.05333333333333 4.3 "27"
29.98 -10.65 1512 0.808888888888889 4.3 "27"
29.98 -10.65 1512 0.866666666666667 4.3 "27"
30.63 -12.4 2324 0.095 4.3 "27"
30.63 -12.4 2324 0.485 4.3 "27"
34.86 -8.13 2460 0.425 4.3 "27"
34.86 -8.13 2460 0.65 4.3 "27"
34.89 -7.82 2022 0.385 4.3 "27"
34.89 -7.82 2022 0.34 4.3 "27"
35.65 -8.06 1765 0.85 4.3 "27"
35.65 -8.06 1765 0.845 4.3 "27"
37.58 -31.84 2690 0.606 4.3 "27"
37.58 -31.84 2690 0.53 4.3 "27"
37.799833 -10.1665 3146 0.129166666666667 4.3 "27"
37.799833 -10.1665 3146 0.148333333333333 4.3 "27"
37.8 -10.17 3146 0.0811 4.3 "27"
37.8 -10.17 3146 0.0167 4.3 "27"
37.82 -9.5 1086 0.79 4.3 "27"
37.82 -9.5 1086 0.48 4.3 "27"
40.05 -32 2475 0.68 4.3 "27"
40.05 -32 2475 0.37 4.3 "27"
40.58 -9.86 2465 -0.0866666666666667 4.3 "27"
40.58 -9.86 2465 0.07 4.3 "27"
40.58 -9.86 2465 0.07 4.3 "27"
41.72 -32.85 3427 0.786666666666667 4.3 "27"
41.72 -32.85 3427 0.763333333333333 4.3 "27"
44.36 -26.54 3050 0.52 4.3 "27"
44.36 -26.54 3050 0.68 4.3 "27"
48.22 -27.06 2558 0.86 4.3 "27"
48.22 -27.06 2558 0.815 4.3 "27"
52.55 -20.33 2841 0.68 4.3 "28"
52.55 -20.33 2841 0.56 4.3 "28"
53.18 -19.15 2472 0.09 4.3 "28"
53.18 -19.15 2472 0.595 4.3 "28"
53.54 -20.29 2196 0.85 4.3 "28"
53.54 -20.29 2196 0.65 4.3 "28"
54.25 -16.83 2393 0.19 4.3 "28"
54.25 -16.83 2393 0.295 4.3 "28"
54.63 -16.35 2209 0.41 4.3 "28"
54.63 -16.35 2209 0.59 4.3 "28"
54.96 -19.76 1487 1.435 4.3 "28"
54.96 -19.76 1487 1.57 4.3 "28"
55.48 -14.68 2161 0.3375 4.3 "28"
55.48 -14.68 2161 0.3 4.3 "28"
55.49 -14.7 2168 1.01 4.3 "28"
55.49 -14.7 2168 1.065 4.3 "28"
56.04 -23.22 2311 0.962 4.3 "28"
56.04 -23.22 2311 0.984 4.3 "28"
56.16 -31.99 2295 0.59 4.3 "28"
56.16 -31.99 2295 0.59 4.3 "28"
57.51 -15.85 1134 0.8025 4.3 "28"
57.51 -15.85 1134 0.985 4.3 "28"
59.19 -30.9 1416 0.696666666666667 4.3 "28"
59.19 -30.9 1416 0.713333333333333 4.3 "28"
60.4 -23.64 1984 0.9975 4.3 "28"
60.4 -23.64 1984 1.1 4.3 "28"
61 -24 1650 0.77 4.3 "28"
61 -24 1650 0.761666666666667 4.3 "28"
64.78 -29.57 1855 0.758 4.3 "28"
64.78 -29.57 1855 0.882 4.3 "28"
64.8 -29.6 1893 0.563333333333333 4.3 "28"
64.8 -29.6 1893 0.73 4.3 "28"
-44.15 -14.23 3783 -1.07 0.7 "28"
-44.15 -14.23 3783 -0.9 0.7 "28"
-44.07 -14.21 3770 -0.96 0.7 "28"
-44.07 -14.21 3770 -1.05 0.7 "28"
-43.22 11.74 4610 -0.565 0.7 "28"
-43.22 11.74 4610 -0.79 0.7 "28"
-42.91 8.9 3702 -0.51 0.7 "28"
-42.91 8.9 3702 -0.6 0.7 "28"
-41.28 -14.49 3134 0.04 0.7 "28"
-41.28 -14.49 3134 -0.0666666666666667 0.7 "28"
-40.94 9.89 4621 -0.32 0.7 "28"
-40.94 9.89 4621 -0.675 0.7 "28"
-36.2667 19.475 2488 0.42 3.5 "28"
-36.2667 19.475 2488 0.36 3.5 "28"
-31.46 15.31 1372 0.215 3.5 "28"
-31.46 15.31 1372 0.18 3.5 "28"
-29.51 -8.31 4546 0.307142857142857 3.5 "28"
-29.51 -8.31 4546 0.272857142857143 3.5 "28"
-27.91 -45.88 2504 0.246666666666667 5 "28"
-27.91 -45.88 2504 0.25 5 "28"
-27.7 -46.52 1567 0.753333333333333 5 "28"
-27.7 -46.52 1567 0.876666666666667 5 "28"
-26.95 -44.67 2069 0.33325 5 "28"
-26.95 -44.67 2069 0.4655 5 "28"
-26.7 -43.33 2438 0.12 5 "28"
-26.7 -43.33 2438 1.088 5 "28"
-25.5 11.3 4194 -0.0103333333333333 3.5 "28"
-25.5 11.3 4194 0.0118333333333333 3.5 "28"
-24.69 7.24 3210 0.14 3.5 "28"
-24.69 7.24 3210 0.03 3.5 "28"
-24.48 7.53 4084 0.2 3.5 "28"
