"Lat" "Lon" "Ocean_depth" "d13C" "weights" "run.no"
-31.46 15.31 1372 0.29 3.5 "10"
-27.91 -45.88 2504 1.31 5 "10"
-27.91 -45.88 2504 1.17 5 "10"
-27.7 -46.52 1567 1.0625 5 "10"
-27.7 -46.52 1567 1.025 5 "10"
-27.51 -46.47 1268 0.932 5 "10"
-27.51 -46.47 1268 1.036 5 "10"
-26.95 -44.67 2069 1.03071428571429 5 "10"
-26.95 -44.67 2069 0.960642857142857 5 "10"
-26.7 -43.33 2438 1.31 5 "10"
-26.7 -43.33 2438 1.314 5 "10"
-25.5 11.3 4194 0.1986 3.5 "10"
-25.5 11.3 4194 0.1972 3.5 "10"
-24.69 7.24 3210 0.51 3.5 "10"
-24.69 7.24 3210 0.56875 3.5 "10"
-24.48 7.53 4084 0.384 3.5 "10"
-24.48 7.53 4084 0.342 3.5 "10"
-23.43 11.7 2987 0.29 3.5 "10"
-23.43 11.7 2987 0.323333333333333 3.5 "10"
-22.92 6.04 2505 0.9 3.5 "10"
-22.92 6.04 2505 0.863333333333333 3.5 "10"
-22.33 11.2 3204 0.526 3.5 "10"
-22.33 11.2 3204 0.538 3.5 "10"
-21.74 5.42 3772 0.27 3.5 "10"
-21.74 5.42 3772 0.57 3.5 "10"
-21.59 5.03 4453 0.18 3.5 "10"
-21.59 5.03 4453 0.19 3.5 "10"
-20.1 9.19 2209 0.55 3.5 "10"
-20.1 9.19 2209 0.52 3.5 "10"
-19.7 8.88 2675 0.6525 3.5 "10"
-19.7 8.88 2675 0.655 3.5 "10"
-5.78 -10.75 3125 0.965 3.5 "10"
-5.78 -10.75 3125 1.00333333333333 3.5 "10"
-4 10 1000 0.346666666666667 3.5 "10"
-4 10 1000 0.363333333333333 3.5 "10"
-3.82 -14.9 3984 0.445 5 "10"
-3.82 -14.9 3984 0.6425 5 "10"
-3.56 -16.43 4675 0.87 5 "10"
-3.56 -16.43 4675 0.64 5 "10"
-3.48 -7.6 4033 0.8 3.5 "10"
-3.48 -7.6 4033 0.875 3.5 "10"
-2.2 5.1 3891 0.528 3.5 "10"
-2.2 5.1 3891 0.642 3.5 "10"
-1.67 -12.43 3225 1.04875 3.5 "10"
-1.67 -12.43 3225 1.0175 3.5 "10"
1.37 -33.48 3824 0.934 4.9 "10"
1.37 -33.48 3824 0.962 4.9 "10"
1.66 -10.98 4588 0.83 4.3 "10"
1.66 -10.98 4588 0.82 4.3 "10"
2.46 -19.76 5105 0.538 4.3 "10"
2.46 -19.76 5105 0.596 4.3 "10"
2.47 -19.73 4998 0.84 4.3 "10"
2.47 -19.73 4998 0.78 4.3 "10"
3.09 -20.02 4745 0.52 4.3 "10"
3.09 -20.02 4745 0.473333333333333 4.3 "10"
3.72 -42.91 3598 0.935 4.9 "10"
3.72 -42.91 3598 0.7875 4.9 "10"
4.2 -43.49 3040 1.18363636363636 4.9 "10"
4.2 -43.49 3040 1.13727272727273 4.9 "10"
4.23 -20.63 3792 0.8825 4.3 "10"
4.23 -20.63 3792 0.89125 4.3 "10"
4.31 -20.21 4095 0.6 4.3 "10"
4.31 -20.21 4095 0.596666666666667 4.3 "10"
4.34 -43.49 2816 0.818333333333333 4.9 "10"
4.34 -43.49 2816 0.796666666666667 4.9 "10"
4.36 -43.7 3164 1.09875 4.9 "10"
4.36 -43.7 3164 1.13666666666667 4.9 "10"
4.56 -43.38 3547 0.54 4.9 "10"
4.56 -43.38 3547 0.65 4.9 "10"
4.76 -43.31 3810 0.556666666666667 4.9 "10"
4.76 -43.31 3810 0.485833333333333 4.9 "10"
4.79 -43.04 4341 0.7 4.9 "10"
4.79 -43.04 4341 0.67 4.9 "10"
4.87 -43.21 3995 0.383666666666667 4.9 "10"
4.87 -43.21 3995 0.243333333333333 4.9 "10"
4.92 -20.5 2937 1.065 4.3 "10"
4.92 -20.5 2937 1.00666666666667 4.3 "10"
4.95 -42.89 4556 0.467777777777778 4.9 "10"
4.95 -42.89 4556 0.453888888888889 4.9 "10"
5.26 -21.71 3423 1.04772727272727 4.3 "10"
5.26 -21.71 3423 1.04818181818182 4.3 "10"
5.45 -21.14 3160 0.654 4.3 "10"
5.45 -21.14 3160 0.57 4.3 "10"
5.46 -43.75 4012 0.846666666666667 4.9 "10"
5.46 -43.75 4012 0.84 4.9 "10"
5.67 -19.85 2862 1.00230769230769 4.3 "10"
5.67 -19.85 2862 0.968461538461538 4.3 "10"
5.91 -44.2 4056 0.896666666666667 4.9 "10"
5.91 -44.2 4056 0.94 4.9 "10"
5.98 -43.74 4369 0.473333333333333 4.9 "10"
5.98 -43.74 4369 0.44 4.9 "10"
6.13 -43.44 4503 0.49 4.9 "10"
6.13 -43.44 4503 0.62 4.9 "10"
6.64 -21.9 3527 0.85 4.3 "10"
6.64 -21.9 3527 0.776 4.3 "10"
11.65 -80.13 3237 0.788 4.9 "10"
11.65 -80.13 3237 0.774 4.9 "10"
12.09 -61.24 1299 1.12 4.9 "10"
12.09 -61.24 1299 0.91 4.9 "10"
12.44 -18.06 3223 0.25 4.3 "10"
12.44 -18.06 3223 0.64 4.3 "10"
14.17 -18.58 3167 0.74 4.3 "10"
14.17 -18.58 3167 0.62 4.3 "10"
14.42 -20.54 4202 0.455 4.3 "10"
14.42 -20.54 4202 0.31 4.3 "10"
14.5 -17.95 2384 0.84 4.3 "10"
14.5 -17.95 2384 0.765 4.3 "10"
15.83 -17.86 2576 1.11 4.3 "10"
15.83 -17.86 2576 1 4.3 "10"
18.08 -21.03 3082 1.04 4.3 "10"
18.08 -21.03 3082 1.04 4.3 "10"
18.43 -21.08 3093 0.595 4.3 "10"
18.43 -21.08 3093 0.556666666666667 4.3 "10"
20.75 -18.58 2278 0.9 4.3 "10"
20.75 -18.58 2278 0.91 4.3 "10"
21.15 -18.57 2778 0.74 4.3 "10"
21.15 -18.57 2778 0.705 4.3 "10"
21.24 -18.06 1516 0.73 4.3 "10"
21.24 -18.06 1516 0.77 4.3 "10"
23.14 -17.75 2136 0.86 4.3 "10"
23.14 -17.75 2136 1.01 4.3 "10"
25.17 -16.85 2573 1.01666666666667 4.3 "10"
25.17 -16.85 2573 1.0025 4.3 "10"
28.89 -13.23 1358 0.88 4.3 "10"
28.89 -13.23 1358 0.89 4.3 "10"
29.98 -10.65 1512 1.09857142857143 4.3 "10"
29.98 -10.65 1512 1.06285714285714 4.3 "10"
30.63 -12.4 2324 1 4.3 "10"
30.63 -12.4 2324 1.04 4.3 "10"
31.41415 -75.25807 3000 0.35 4.9 "10"
31.41415 -75.25807 3000 0.96 4.9 "10"
33.69 -57.63 4583 0.63 4.9 "10"
33.69 -57.63 4583 0.87 4.9 "10"
34.86 -8.13 2460 1.128 4.3 "10"
34.86 -8.13 2460 1.122 4.3 "10"
34.89 -7.82 2022 1.11 4.3 "10"
34.89 -7.82 2022 1.13 4.3 "10"
35.65 -8.06 1765 1.21666666666667 4.3 "10"
35.65 -8.06 1765 1.215 4.3 "10"
36.05 -72.38 3942 1.45 4.9 "10"
36.05 -72.38 3942 1.16 4.9 "10"
37.58 -31.84 2690 1.07 4.3 "10"
37.58 -31.84 2690 1.095 4.3 "10"
37.799833 -10.1665 3146 1.2 4.3 "10"
37.799833 -10.1665 3146 0.5 4.3 "10"
37.8 -10.17 3146 0.7754 4.3 "10"
37.8 -10.17 3146 0.90775 4.3 "10"
37.82 -9.5 1086 1.078 4.3 "10"
37.82 -9.5 1086 1.062 4.3 "10"
38.24 -10.39 4602 0.362 4.3 "10"
38.24 -10.39 4602 0.266 4.3 "10"
40.05 -32 2475 1.316 4.3 "10"
40.05 -32 2475 1.314 4.3 "10"
40.58 -9.86 2465 0.85 4.3 "10"
40.58 -9.86 2465 0.88 4.3 "10"
41.72 -32.85 3427 1.16 4.3 "10"
41.72 -32.85 3427 1.11 4.3 "10"
41.75 -47.35 4100 0.61 4.9 "10"
41.75 -47.35 4100 0.7825 4.9 "10"
44.36 -26.54 3050 1.21666666666667 4.3 "10"
44.36 -26.54 3050 1.20833333333333 4.3 "10"
45.63 -22.75 3625 0.563333333333333 4.3 "10"
45.63 -22.75 3625 0.696666666666667 4.3 "10"
48.22 -27.06 2558 1.323125 4.3 "10"
48.22 -27.06 2558 1.32375 4.3 "10"
49.87776 -24.23811 3871 1.11 4.3 "10"
49.87776 -24.23811 3871 1.18 4.3 "10"
49.88 -24.24 3883 0.85 4.3 "10"
49.88 -24.24 3883 1.04 4.3 "10"
52.55 -20.33 2841 1.03 4.3 "11"
52.55 -20.33 2841 1.13 4.3 "11"
53.18 -19.15 2472 1.065 4.3 "11"
53.18 -19.15 2472 1.03 4.3 "11"
53.54 -20.29 2196 1.14 4.3 "11"
53.54 -20.29 2196 0.9 4.3 "11"
54.25 -16.83 2393 1.14 4.3 "11"
54.25 -16.83 2393 1.03 4.3 "11"
54.63 -16.35 2209 0.715 4.3 "11"
54.63 -16.35 2209 0.73 4.3 "11"
54.96 -19.76 1487 1.35 4.3 "11"
54.96 -19.76 1487 1.35 4.3 "11"
55.48 -14.68 2161 1.01 4.3 "11"
55.48 -14.68 2161 0.925 4.3 "11"
55.49 -14.7 2168 1.14 4.3 "11"
55.49 -14.7 2168 0.95 4.3 "11"
56.04 -23.22 2311 1.27181818181818 4.3 "11"
56.04 -23.22 2311 1.25363636363636 4.3 "11"
56.16 -31.99 2295 1.075 4.3 "11"
56.16 -31.99 2295 0.74 4.3 "11"
57.51 -15.85 1134 0.99 4.3 "11"
57.51 -15.85 1134 0.98 4.3 "11"
59.19 -30.9 1416 1.15 4.3 "11"
59.19 -30.9 1416 1.08 4.3 "11"
60.4 -23.64 1984 1.1 4.3 "11"
60.4 -23.64 1984 1.26 4.3 "11"
61 -24 1650 1.075 4.3 "11"
61 -24 1650 1.056 4.3 "11"
64.78 -29.57 1855 0.548333333333333 4.3 "11"
64.78 -29.57 1855 0.4775 4.3 "11"
64.8 -29.6 1893 0.945 4.3 "11"
64.8 -29.6 1893 0.875 4.3 "11"
-44.15 -14.23 3783 0.226666666666667 0.7 "11"
-44.15 -14.23 3783 0.37 0.7 "11"
-44.07 -14.21 3770 -0.045 0.7 "11"
-44.07 -14.21 3770 -0.16 0.7 "11"
-43.22 11.74 4610 0.00374999999999998 0.7 "11"
-43.22 11.74 4610 -0.03 0.7 "11"
-42.91 8.9 3702 -0.05 0.7 "11"
-42.91 8.9 3702 -0.19 0.7 "11"
-41.28 -14.49 3134 0.62 0.7 "11"
-41.28 -14.49 3134 0.586666666666667 0.7 "11"
-40.94 9.89 4621 0.11 0.7 "11"
-40.94 9.89 4621 -0.215 0.7 "11"
-29.51 -8.31 4546 0.55 3.5 "11"
-29.51 -8.31 4546 0.53 3.5 "11"
-25.5 11.3 4194 0.1958 3.5 "11"
-25.5 11.3 4194 0.1944 3.5 "11"
-24.48 7.53 4084 0.3 3.5 "11"
-24.48 7.53 4084 0.3 3.5 "11"
-21.59 5.03 4453 0.2 3.5 "11"
-21.59 5.03 4453 0.3 3.5 "11"
-3.82 -14.9 3984 0.84 5 "11"
-3.82 -14.9 3984 0.856666666666667 5 "11"
-3.56 -16.43 4675 0.65 5 "11"
-3.56 -16.43 4675 1.1 5 "11"
-3.48 -7.6 4033 0.95 3.5 "11"
-3.48 -7.6 4033 0.52 3.5 "11"
1.66 -10.98 4588 0.81 4.3 "11"
1.66 -10.98 4588 0.8 4.3 "11"
2.46 -19.76 5105 0.654 4.3 "11"
2.46 -19.76 5105 0.712 4.3 "11"
2.47 -19.73 4998 0.72 4.3 "11"
2.47 -19.73 4998 0.66 4.3 "11"
3.09 -20.02 4745 0.426666666666667 4.3 "11"
3.09 -20.02 4745 0.38 4.3 "11"
4.31 -20.21 4095 0.593333333333333 4.3 "11"
4.31 -20.21 4095 0.59 4.3 "11"
4.79 -43.04 4341 0.64 4.9 "11"
4.79 -43.04 4341 0.61 4.9 "11"
4.87 -43.21 3995 0.248666666666667 4.9 "11"
4.87 -43.21 3995 0.254 4.9 "11"
4.95 -42.89 4556 0.44 4.9 "11"
4.95 -42.89 4556 0.394166666666667 4.9 "11"
5.46 -43.75 4012 0.96 4.9 "11"
5.46 -43.75 4012 1.08 4.9 "11"
5.91 -44.2 4056 0.535 4.9 "11"
5.91 -44.2 4056 0.13 4.9 "11"
5.98 -43.74 4369 0.48875 4.9 "11"
5.98 -43.74 4369 0.5375 4.9 "11"
6.13 -43.44 4503 0.33 4.9 "11"
6.13 -43.44 4503 0.04 4.9 "11"
14.42 -20.54 4202 0.386666666666667 4.3 "11"
14.42 -20.54 4202 0.463333333333333 4.3 "11"
33.69 -57.63 4583 0.89 4.9 "11"
33.69 -57.63 4583 0.67 4.9 "11"
38.24 -10.39 4602 0.17 4.3 "11"
38.24 -10.39 4602 0.36 4.3 "11"
41.75 -47.35 4100 0.766666666666667 4.9 "11"
41.75 -47.35 4100 0.7425 4.9 "11"
-36.2667 19.475 2488 0.711428571428571 3.5 "11"
-36.2667 19.475 2488 0.707142857142857 3.5 "11"
-31.46 15.31 1372 0.356666666666667 3.5 "11"
-31.46 15.31 1372 0.423333333333333 3.5 "11"
-27.91 -45.88 2504 1.03 5 "11"
-27.91 -45.88 2504 0.89 5 "11"
-27.7 -46.52 1567 0.9875 5 "11"
-27.7 -46.52 1567 0.95 5 "11"
-27.51 -46.47 1268 0.933 5 "11"
-27.51 -46.47 1268 1.062 5 "11"
-26.95 -44.67 2069 0.890571428571429 5 "11"
-26.95 -44.67 2069 0.8205 5 "11"
-26.7 -43.33 2438 1.318 5 "11"
-26.7 -43.33 2438 0.997333333333333 5 "11"
-24.69 7.24 3210 0.6275 3.5 "11"
-24.69 7.24 3210 0.68625 3.5 "11"
-23.43 11.7 2987 0.356666666666667 3.5 "11"
-23.43 11.7 2987 0.39 3.5 "11"
-22.92 6.04 2505 0.826666666666667 3.5 "11"
-22.92 6.04 2505 0.79 3.5 "11"
-22.33 11.2 3204 0.55 3.5 "11"
-22.33 11.2 3204 0.57 3.5 "11"
-21.74 5.42 3772 0.87 3.5 "11"
-21.74 5.42 3772 0.83 3.5 "11"
-20.1 9.19 2209 0.49 3.5 "11"
-20.1 9.19 2209 0.67 3.5 "11"
-19.7 8.88 2675 0.6575 3.5 "11"
-19.7 8.88 2675 0.66 3.5 "11"
-5.78 -10.75 3125 1.04166666666667 3.5 "11"
-5.78 -10.75 3125 1.08 3.5 "11"
-4 10 1000 0.38 3.5 "11"
-4 10 1000 0.396666666666667 3.5 "11"
-2.2 5.1 3891 0.756 3.5 "11"
-2.2 5.1 3891 0.87 3.5 "11"
-1.67 -12.43 3225 0.98625 3.5 "11"
-1.67 -12.43 3225 0.955 3.5 "11"
1.37 -33.48 3824 0.99 4.9 "11"
1.37 -33.48 3824 0.965 4.9 "11"
3.72 -42.91 3598 0.64 4.9 "11"
3.72 -42.91 3598 0.4925 4.9 "11"
4.2 -43.49 3040 1.09090909090909 4.9 "11"
4.2 -43.49 3040 1.04454545454545 4.9 "11"
4.23 -20.63 3792 0.9 4.3 "11"
4.23 -20.63 3792 0.865 4.3 "11"
4.34 -43.49 2816 0.95 4.9 "11"
4.34 -43.49 2816 0.7925 4.9 "11"
4.36 -43.7 3164 1.11333333333333 4.9 "11"
4.36 -43.7 3164 1.09 4.9 "11"
4.56 -43.38 3547 0.76 4.9 "11"
4.56 -43.38 3547 0.87 4.9 "11"
4.76 -43.31 3810 0.415 4.9 "11"
4.76 -43.31 3810 0.4275 4.9 "11"
4.92 -20.5 2937 0.948333333333333 4.3 "11"
4.92 -20.5 2937 0.89 4.3 "11"
5.26 -21.71 3423 1.04863636363636 4.3 "11"
5.26 -21.71 3423 1.04909090909091 4.3 "11"
5.45 -21.14 3160 0.633333333333333 4.3 "11"
5.45 -21.14 3160 0.696666666666667 4.3 "11"
5.67 -19.85 2862 0.934615384615385 4.3 "11"
5.67 -19.85 2862 0.900769230769231 4.3 "11"
6.64 -21.9 3527 0.702 4.3 "11"
6.64 -21.9 3527 0.628 4.3 "11"
11.65 -80.13 3237 0.76 4.9 "11"
11.65 -80.13 3237 0.71 4.9 "11"
12.09 -61.24 1299 0.82 4.9 "11"
12.09 -61.24 1299 0.94 4.9 "11"
12.44 -18.06 3223 0.375 4.3 "11"
12.44 -18.06 3223 0.11 4.3 "11"
14.17 -18.58 3167 0.76 4.3 "11"
14.17 -18.58 3167 0.9 4.3 "11"
14.5 -17.95 2384 0.74 4.3 "11"
14.5 -17.95 2384 0.71 4.3 "11"
15.83 -17.86 2576 0.92 4.3 "11"
15.83 -17.86 2576 0.99 4.3 "11"
18.08 -21.03 3082 0.983333333333333 4.3 "11"
18.08 -21.03 3082 0.926666666666667 4.3 "11"
18.43 -21.08 3093 0.518333333333333 4.3 "11"
18.43 -21.08 3093 0.48 4.3 "11"
20.75 -18.58 2278 0.73 4.3 "11"
20.75 -18.58 2278 0.59 4.3 "11"
21.15 -18.57 2778 0.67 4.3 "11"
21.15 -18.57 2778 0.625 4.3 "11"
21.24 -18.06 1516 0.81 4.3 "11"
21.24 -18.06 1516 0.85 4.3 "11"
23.14 -17.75 2136 0.885 4.3 "11"
23.14 -17.75 2136 0.76 4.3 "11"
25.17 -16.85 2573 0.988333333333333 4.3 "11"
25.17 -16.85 2573 0.974166666666667 4.3 "11"
26.14 -77.23 1320 1.42 4.9 "11"
28.89 -13.23 1358 0.9 4.3 "11"
28.89 -13.23 1358 0.783333333333333 4.3 "11"
29.98 -10.65 1512 1.02714285714286 4.3 "11"
29.98 -10.65 1512 0.991428571428571 4.3 "11"
30.63 -12.4 2324 1.08 4.3 "11"
30.63 -12.4 2324 1.12 4.3 "11"
31.41415 -75.25807 3000 1.045 4.9 "11"
31.41415 -75.25807 3000 1.025 4.9 "11"
34.86 -8.13 2460 1.116 4.3 "11"
34.86 -8.13 2460 1.11 4.3 "11"
34.89 -7.82 2022 1.15 4.3 "11"
34.89 -7.82 2022 1.04 4.3 "11"
35.65 -8.06 1765 1.21333333333333 4.3 "11"
35.65 -8.06 1765 1.21166666666667 4.3 "11"
36.05 -72.38 3942 0.79 4.9 "11"
36.05 -72.38 3942 1.23 4.9 "11"
37.58 -31.84 2690 1.12 4.3 "11"
37.58 -31.84 2690 1.04 4.3 "11"
37.799833 -10.1665 3146 0.7 4.3 "11"
37.799833 -10.1665 3146 0.94 4.3 "11"
37.8 -10.17 3146 0.812925 4.3 "11"
37.8 -10.17 3146 0.7181 4.3 "11"
37.82 -9.5 1086 1.046 4.3 "11"
37.82 -9.5 1086 1.03 4.3 "11"
40.05 -32 2475 1.312 4.3 "11"
40.05 -32 2475 1.31 4.3 "11"
40.58 -9.86 2465 0.945 4.3 "11"
40.58 -9.86 2465 1.01 4.3 "11"
41.72 -32.85 3427 1.06 4.3 "11"
41.72 -32.85 3427 1.01 4.3 "11"
44.07 -40.02 3645 1.15 4.9 "11"
44.07 -40.02 3645 1.03 4.9 "11"
44.36 -26.54 3050 1.2 4.3 "11"
44.36 -26.54 3050 1.10333333333333 4.3 "11"
45.63 -22.75 3625 0.83 4.3 "11"
45.63 -22.75 3625 0.62 4.3 "11"
48.22 -27.06 2558 1.324375 4.3 "11"
48.22 -27.06 2558 1.325 4.3 "11"
49.87776 -24.23811 3871 1.03 4.3 "11"
49.87776 -24.23811 3871 1.035 4.3 "11"
49.88 -24.24 3883 0.95 4.3 "11"
49.88 -24.24 3883 0.93 4.3 "11"
52.55 -20.33 2841 1.03 4.3 "12"
52.55 -20.33 2841 1.13 4.3 "12"
53.18 -19.15 2472 1.065 4.3 "12"
53.18 -19.15 2472 1.03 4.3 "12"
53.54 -20.29 2196 1.14 4.3 "12"
53.54 -20.29 2196 0.9 4.3 "12"
54.25 -16.83 2393 1.14 4.3 "12"
54.25 -16.83 2393 1.03 4.3 "12"
54.63 -16.35 2209 0.715 4.3 "12"
54.63 -16.35 2209 0.73 4.3 "12"
54.96 -19.76 1487 1.35 4.3 "12"
54.96 -19.76 1487 1.35 4.3 "12"
55.48 -14.68 2161 1.01 4.3 "12"
55.48 -14.68 2161 0.925 4.3 "12"
55.49 -14.7 2168 1.14 4.3 "12"
55.49 -14.7 2168 0.95 4.3 "12"
56.04 -23.22 2311 1.27181818181818 4.3 "12"
56.04 -23.22 2311 1.25363636363636 4.3 "12"
56.16 -31.99 2295 1.075 4.3 "12"
56.16 -31.99 2295 0.74 4.3 "12"
57.51 -15.85 1134 0.99 4.3 "12"
57.51 -15.85 1134 0.98 4.3 "12"
59.19 -30.9 1416 1.15 4.3 "12"
59.19 -30.9 1416 1.08 4.3 "12"
60.4 -23.64 1984 1.1 4.3 "12"
60.4 -23.64 1984 1.26 4.3 "12"
61 -24 1650 1.075 4.3 "12"
61 -24 1650 1.056 4.3 "12"
64.78 -29.57 1855 0.548333333333333 4.3 "12"
64.78 -29.57 1855 0.4775 4.3 "12"
64.8 -29.6 1893 0.945 4.3 "12"
64.8 -29.6 1893 0.875 4.3 "12"
-44.15 -14.23 3783 0.226666666666667 0.7 "12"
-44.15 -14.23 3783 0.37 0.7 "12"
-44.07 -14.21 3770 -0.045 0.7 "12"
-44.07 -14.21 3770 -0.16 0.7 "12"
-43.22 11.74 4610 0.00374999999999998 0.7 "12"
-43.22 11.74 4610 -0.03 0.7 "12"
-42.91 8.9 3702 -0.05 0.7 "12"
-42.91 8.9 3702 -0.19 0.7 "12"
-41.28 -14.49 3134 0.62 0.7 "12"
-41.28 -14.49 3134 0.586666666666667 0.7 "12"
-40.94 9.89 4621 0.11 0.7 "12"
-40.94 9.89 4621 -0.215 0.7 "12"
-36.2667 19.475 2488 0.711428571428571 3.5 "12"
-36.2667 19.475 2488 0.707142857142857 3.5 "12"
-31.46 15.31 1372 0.356666666666667 3.5 "12"
-31.46 15.31 1372 0.423333333333333 3.5 "12"
-29.51 -8.31 4546 0.55 3.5 "12"
-29.51 -8.31 4546 0.53 3.5 "12"
-27.91 -45.88 2504 1.03 5 "12"
-27.91 -45.88 2504 0.89 5 "12"
-27.7 -46.52 1567 0.9875 5 "12"
-27.7 -46.52 1567 0.95 5 "12"
-27.51 -46.47 1268 0.933 5 "12"
-27.51 -46.47 1268 1.062 5 "12"
-26.95 -44.67 2069 0.890571428571429 5 "12"
-26.95 -44.67 2069 0.8205 5 "12"
-26.7 -43.33 2438 1.318 5 "12"
-26.7 -43.33 2438 0.997333333333333 5 "12"
-25.5 11.3 4194 0.1958 3.5 "12"
-25.5 11.3 4194 0.1944 3.5 "12"
-24.69 7.24 3210 0.6275 3.5 "12"
-24.69 7.24 3210 0.68625 3.5 "12"
-24.48 7.53 4084 0.3 3.5 "12"
-24.48 7.53 4084 0.3 3.5 "12"
-23.43 11.7 2987 0.356666666666667 3.5 "12"
-23.43 11.7 2987 0.39 3.5 "12"
-22.92 6.04 2505 0.826666666666667 3.5 "12"
-22.92 6.04 2505 0.79 3.5 "12"
-22.33 11.2 3204 0.55 3.5 "12"
-22.33 11.2 3204 0.57 3.5 "12"
-21.74 5.42 3772 0.87 3.5 "12"
-21.74 5.42 3772 0.83 3.5 "12"
-21.59 5.03 4453 0.2 3.5 "12"
-21.59 5.03 4453 0.3 3.5 "12"
-20.1 9.19 2209 0.49 3.5 "12"
-20.1 9.19 2209 0.67 3.5 "12"
-19.7 8.88 2675 0.6575 3.5 "12"
-19.7 8.88 2675 0.66 3.5 "12"
-5.78 -10.75 3125 1.04166666666667 3.5 "12"
-5.78 -10.75 3125 1.08 3.5 "12"
-4 10 1000 0.38 3.5 "12"
-4 10 1000 0.396666666666667 3.5 "12"
-3.82 -14.9 3984 0.84 5 "12"
-3.82 -14.9 3984 0.856666666666667 5 "12"
-3.56 -16.43 4675 0.65 5 "12"
-3.56 -16.43 4675 1.1 5 "12"
-3.48 -7.6 4033 0.95 3.5 "12"
-3.48 -7.6 4033 0.52 3.5 "12"
-2.2 5.1 3891 0.756 3.5 "12"
-2.2 5.1 3891 0.87 3.5 "12"
-1.67 -12.43 3225 0.98625 3.5 "12"
-1.67 -12.43 3225 0.955 3.5 "12"
1.37 -33.48 3824 0.99 4.9 "12"
1.37 -33.48 3824 0.965 4.9 "12"
1.66 -10.98 4588 0.81 4.3 "12"
1.66 -10.98 4588 0.8 4.3 "12"
2.46 -19.76 5105 0.654 4.3 "12"
2.46 -19.76 5105 0.712 4.3 "12"
2.47 -19.73 4998 0.72 4.3 "12"
2.47 -19.73 4998 0.66 4.3 "12"
3.09 -20.02 4745 0.426666666666667 4.3 "12"
3.09 -20.02 4745 0.38 4.3 "12"
3.72 -42.91 3598 0.64 4.9 "12"
3.72 -42.91 3598 0.4925 4.9 "12"
4.2 -43.49 3040 1.09090909090909 4.9 "12"
4.2 -43.49 3040 1.04454545454545 4.9 "12"
4.23 -20.63 3792 0.9 4.3 "12"
4.23 -20.63 3792 0.865 4.3 "12"
4.31 -20.21 4095 0.593333333333333 4.3 "12"
4.31 -20.21 4095 0.59 4.3 "12"
4.34 -43.49 2816 0.95 4.9 "12"
4.34 -43.49 2816 0.7925 4.9 "12"
4.36 -43.7 3164 1.11333333333333 4.9 "12"
4.36 -43.7 3164 1.09 4.9 "12"
4.56 -43.38 3547 0.76 4.9 "12"
4.56 -43.38 3547 0.87 4.9 "12"
4.76 -43.31 3810 0.415 4.9 "12"
4.76 -43.31 3810 0.4275 4.9 "12"
4.79 -43.04 4341 0.64 4.9 "12"
4.79 -43.04 4341 0.61 4.9 "12"
4.87 -43.21 3995 0.248666666666667 4.9 "12"
4.87 -43.21 3995 0.254 4.9 "12"
4.92 -20.5 2937 0.948333333333333 4.3 "12"
4.92 -20.5 2937 0.89 4.3 "12"
4.95 -42.89 4556 0.44 4.9 "12"
4.95 -42.89 4556 0.394166666666667 4.9 "12"
5.26 -21.71 3423 1.04863636363636 4.3 "12"
5.26 -21.71 3423 1.04909090909091 4.3 "12"
5.45 -21.14 3160 0.633333333333333 4.3 "12"
5.45 -21.14 3160 0.696666666666667 4.3 "12"
5.46 -43.75 4012 0.96 4.9 "12"
5.46 -43.75 4012 1.08 4.9 "12"
5.67 -19.85 2862 0.934615384615385 4.3 "12"
5.67 -19.85 2862 0.900769230769231 4.3 "12"
5.91 -44.2 4056 0.535 4.9 "12"
5.91 -44.2 4056 0.13 4.9 "12"
5.98 -43.74 4369 0.48875 4.9 "12"
5.98 -43.74 4369 0.5375 4.9 "12"
6.13 -43.44 4503 0.33 4.9 "12"
6.13 -43.44 4503 0.04 4.9 "12"
6.64 -21.9 3527 0.702 4.3 "12"
6.64 -21.9 3527 0.628 4.3 "12"
11.65 -80.13 3237 0.76 4.9 "12"
11.65 -80.13 3237 0.71 4.9 "12"
12.09 -61.24 1299 0.82 4.9 "12"
12.09 -61.24 1299 0.94 4.9 "12"
12.44 -18.06 3223 0.375 4.3 "12"
12.44 -18.06 3223 0.11 4.3 "12"
14.17 -18.58 3167 0.76 4.3 "12"
14.17 -18.58 3167 0.9 4.3 "12"
14.42 -20.54 4202 0.386666666666667 4.3 "12"
14.42 -20.54 4202 0.463333333333333 4.3 "12"
14.5 -17.95 2384 0.74 4.3 "12"
14.5 -17.95 2384 0.71 4.3 "12"
15.83 -17.86 2576 0.92 4.3 "12"
15.83 -17.86 2576 0.99 4.3 "12"
18.08 -21.03 3082 0.983333333333333 4.3 "12"
18.08 -21.03 3082 0.926666666666667 4.3 "12"
18.43 -21.08 3093 0.518333333333333 4.3 "12"
18.43 -21.08 3093 0.48 4.3 "12"
20.75 -18.58 2278 0.73 4.3 "12"
20.75 -18.58 2278 0.59 4.3 "12"
21.15 -18.57 2778 0.67 4.3 "12"
21.15 -18.57 2778 0.625 4.3 "12"
21.24 -18.06 1516 0.81 4.3 "12"
21.24 -18.06 1516 0.85 4.3 "12"
23.14 -17.75 2136 0.885 4.3 "12"
23.14 -17.75 2136 0.76 4.3 "12"
