"Row.names" "dataset" "equation" "model" "type" "period" "reps" "run.no" "dep_4" "filename" "success.rate" "sigma" "N_mem" "A_mem" "a.AABW" "b.AABW" "c.AABW" "e.AABW" "a.NADW" "b.NADW" "c.NADW" "e.NADW" "lower" "upper"
"1" "LIG" "quad" "UVic" "data" "Holocene" 1 "1" 3950 "1_LIG_UVic_Holocene_data_quad_d13C.txt" TRUE 0.178978725647917 0.970207425618 0.132503540304983 0.00349545355161695 -0.00612003915970663 6.8406634138946e-07 14.1872447447434 0.00385453250260842 0.000198832623885784 -5.17623317470865e-08 0.705566888273528 2 12
"1" "LIG" "tanh" "UVic" "data" "Holocene" 1 "2" NA "1_LIG_UVic_Holocene_data_tanh_d13C.txt" TRUE 0.192123656544021 0.970207425618 0.132503540304983 0.00349545355161695 -0.00612003915970663 6.8406634138946e-07 14.1872447447434 -0.0157613524304992 0.00236847829364704 -2.44102299941902e-07 -5.76168256892634 2 12
"1" "LIG" "quad" "UVic" "data" "Holocene" 1 "3" 3950 "1_LIG_UVic_Holocene_data_quad_d13C.txt" TRUE 0.211553579609124 0.859731944984471 -0.2023345295055 0.00130764663282141 -0.00391881088700183 4.33277337890037e-07 9.19219857715253 0.00342693596670817 -6.80172639792217e-05 3.67198952339391e-09 0.752157716129122 7 17
"1" "LIG" "tanh" "UVic" "data" "Holocene" 1 "4" NA "1_LIG_UVic_Holocene_data_tanh_d13C.txt" TRUE 0.218429984432835 0.859731944984471 -0.2023345295055 0.00130764663282141 -0.00391881088700183 4.33277337890037e-07 9.19219857715253 -0.00746717671158851 2.44948623683321e-05 3.39646548488611e-08 -0.90787156359751 7 17
"1" "LIG" "quad" "UVic" "data" "Holocene" 1 "5" 2050 "1_LIG_UVic_Holocene_data_quad_d13C.txt" TRUE 0.231454023294502 0.916696689147706 -0.658918981481667 0.00376071599769126 -2.79294223007732e-05 -2.38597639724486e-08 0.633643618177234 0.00810143822233558 0.00345487081217165 -1.18719067795696e-06 -1.68235635343257 12 22
"1" "LIG" "tanh" "UVic" "data" "Holocene" 1 "6" NA "1_LIG_UVic_Holocene_data_tanh_d13C.txt" TRUE 0.246908280361745 0.916696689147706 -0.658918981481667 0.00376071599769126 -2.79294223007732e-05 -2.38597639724486e-08 0.633643618177234 -0.00597764526762609 0.000738275556576269 -6.20036484933634e-08 -1.93000400047245 12 22
"1" "LIG" "quad" "UVic" "data" "Holocene" 1 "7" 2050 "1_LIG_UVic_Holocene_data_quad_d13C.txt" TRUE 0.258913559609011 0.974360958235294 -0.739479741435833 0.0042837647768687 -3.57115921376101e-05 -3.46713146501542e-08 0.686372623084358 0.0110136041865965 0.0049504144687469 -1.71998291732348e-06 -2.60682310313282 17 27
"1" "LIG" "tanh" "UVic" "data" "Holocene" 1 "8" NA "1_LIG_UVic_Holocene_data_tanh_d13C.txt" TRUE 0.286237836010678 0.974360958235294 -0.739479741435833 0.0042837647768687 -3.57115921376101e-05 -3.46713146501542e-08 0.686372623084358 -0.00643866865580076 0.000839871810678981 -6.31968907312352e-08 -2.13307352737937 17 27
"1" "LIG" "quad" "UVic" "data" "Holocene" 1 "9" 2100 "1_LIG_UVic_Holocene_data_quad_d13C.txt" TRUE 4.3702402602418 0.988742441146412 -0.611126739926667 0.00369016567106865 0.000203538432992841 -6.35144612670573e-08 0.278685581033129 0.556701896595592 0.485064212706665 -0.000179706108632523 -325.102034703991 22 32
"1" "LIG" "tanh" "UVic" "data" "Holocene" 1 "10" NA "1_LIG_UVic_Holocene_data_tanh_d13C.txt" TRUE 17.5520277331104 0.988742441146412 -0.611126739926667 0.00369016567106865 0.000203538432992841 -6.35144612670573e-08 0.278685581033129 -0.104865633457015 -0.000417535597629231 8.79362504237133e-08 0.784504076017119 22 32
"1" "LIG" "quad" "UVic" "data" "Holocene" 1 "11" 2100 "1_LIG_UVic_Holocene_data_quad_d13C.txt" TRUE 8.6685503239102 0.971396235052529 -0.6115786713285 0.00364856771783239 0.00012825511226751 -5.19713709689099e-08 0.508946154865193 1.10466449834829 0.966687133696734 -0.000358217316943621 -648.720588229087 27 37
"1" "LIG" "tanh" "UVic" "data" "Holocene" 1 "12" NA "1_LIG_UVic_Holocene_data_tanh_d13C.txt" TRUE 35.5794852116327 0.971396235052529 -0.6115786713285 0.00364856771783239 0.00012825511226751 -5.19713709689099e-08 0.508946154865193 12.3095143930513 -0.485299337364051 0.000146764720293443 -77.2094722036987 27 37
