2354	111.29	-0.42
2356	111.43	0.84
2357	111.50	0.49
2359	111.64	0.53
2360	111.71	-0.30
2361	111.79	1.06
2362	111.86	0.85
2363	111.93	0.87
2364	112.00	0.89
2365	112.07	0.51
2366	112.14	0.62
2367	112.21	0.88
2368	112.29	0.90
2369	112.36	0.64
2370	112.43	0.45
2371	112.50	-0.03
2372	112.57	0.64
2373	112.64	0.92
2374	112.71	0.90
2375	112.79	0.91
2376	112.86	0.81
2377	112.93	0.71
2378	113.00	0.81
2379	113.15	0.68
2380	113.31	0.96
2381	113.46	0.96
2382	113.62	0.97
2383	113.78	0.92
2384	113.93	1.11
2385	114.08	1.09
2386	114.24	1.13
2387	114.39	1.02
2388	114.55	0.99
2389	114.71	0.70
2390	114.86	0.71
2391	115.01	1.00
2392	115.17	0.93
2393	115.32	0.86
2394	115.48	0.94
2395	115.64	0.90
2396	115.79	0.78
2397	115.94	0.91
2398	116.10	0.84
2399	116.13	0.78
2400	116.16	0.79
2401	116.18	0.85
2402	116.21	1.00
2403	116.24	0.77
2404	116.27	0.88
2405	116.30	0.82
2406	116.32	0.86
2407	116.35	1.02
2408	116.38	0.91
2409	116.41	0.98
2410	116.44	0.85
2411	116.46	0.87
2412	116.49	0.94
2413	116.52	1.03
2414	116.55	0.83
2415	116.58	0.89
2416	116.60	0.77
2417	116.63	0.62
2419	116.69	0.96
2420	116.72	0.78
2421	116.75	0.92
2422	116.77	0.84
2424	116.83	-0.85
2436	117.17	1.01
2437	117.19	1.05
2439	117.25	0.90
2440	117.28	0.81
2441	117.31	0.79
2443	117.36	0.90
2444	117.39	0.98
2445	117.42	0.77
2447	117.47	0.83
2448	117.50	0.60
2449	117.53	0.65
2451	117.59	0.65
2452	117.61	0.86
2453	117.64	0.67
2454	117.67	0.90
2455	117.70	0.86
2456	117.73	0.90
2457	117.75	0.95
2458	117.78	1.00
2459	117.81	0.57
2460	117.84	0.70
2461	117.87	0.81
2462	117.89	0.67
2463	117.92	0.99
2464	117.95	0.51
2465	117.98	0.88
2467	118.04	0.86
2468	118.06	0.93
2469	118.09	0.86
2470	118.12	0.88
2471	118.15	0.83
2472	118.18	0.76
2473	118.20	0.88
2474	118.23	0.79
2475	118.26	0.73
2476	118.29	0.70
2477	118.32	0.58
2478	118.34	0.77
2479	118.37	0.53
2480	118.40	0.86
2481	118.43	0.86
2482	118.46	0.98
2483	118.48	0.90
2484	118.51	0.88
2485	118.54	0.68
2487	118.60	0.74
2488	118.62	0.70
2489	118.65	0.71
2490	118.68	0.64
2491	118.71	0.81
2492	118.74	0.47
2493	118.76	0.77
2495	118.82	0.72
2496	118.85	0.75
2497	118.88	0.74
2498	118.90	0.59
2499	118.93	0.53
2500	118.96	0.64
2501	118.99	0.62
2502	119.02	0.64
2503	119.04	0.73
2504	119.07	0.76
2505	119.10	0.67
2507	119.16	0.64
2508	119.18	0.46
2509	119.21	0.63
2510	119.24	0.54
2511	119.27	0.93
2512	119.30	0.72
2513	119.33	0.69
2514	119.35	0.74
2515	119.38	0.73
2516	119.41	0.66
2517	119.44	0.64
2518	119.47	-0.49
2519	119.49	0.06
2520	119.52	0.69
2521	119.55	0.32
2522	119.58	0.30
2525	119.66	0.64
2526	119.69	0.85
2527	119.72	0.58
2528	119.75	0.74
2529	119.77	0.77
2530	119.80	0.71
2531	119.83	0.76
2532	119.86	0.88
2533	119.89	0.81
2534	119.91	0.77
2535	119.94	0.79
2536	119.97	0.92
2537	120.00	0.66
2539	120.05	0.88
2540	120.08	0.57
2541	120.11	0.48
2542	120.14	0.28
2543	120.17	0.70
2544	120.19	0.39
2545	120.22	0.60
2546	120.25	0.57
2547	120.28	0.40
2548	120.31	0.48
2549	120.33	0.36
2550	120.36	0.60
2552	120.42	0.45
2553	120.45	-0.05
2555	120.50	0.67
2556	120.53	0.92
2557	120.56	0.24
2558	120.59	0.81
2559	120.62	0.80
2560	120.64	0.76
2561	120.67	0.91
2562	120.70	0.72
2563	120.73	0.62
2564	120.76	0.52
2565	120.78	0.57
2566	120.81	0.50
2567	120.84	0.55
2568	120.87	0.66
2569	120.90	0.71
2571	120.95	0.39
2572	120.98	0.69
2573	121.01	0.50
2574	121.04	0.72
2575	121.06	0.61
2576	121.09	0.86
2577	121.12	0.63
2578	121.15	0.63
2579	121.18	0.77
2580	121.20	0.70
2581	121.23	0.67
2582	121.26	0.76
2583	121.29	0.64
2584	121.32	0.55
2585	121.34	0.86
2586	121.37	0.79
2587	121.40	0.59
2588	121.43	0.58
2589	121.46	0.76
2590	121.48	0.13
2591	121.51	0.61
2592	121.54	0.69
2593	121.57	0.69
2594	121.60	0.48
2595	121.62	0.75
2596	121.65	0.50
2597	121.68	0.26
2598	121.71	0.68
2599	121.74	0.66
2600	121.77	0.48
2601	121.79	0.32
2602	121.82	0.36
2603	121.85	0.42
2604	121.88	0.46
2605	121.91	0.72
2606	121.93	0.63
2607	121.96	0.66
2608	121.99	0.71
2609	122.02	0.54
2610	122.05	0.57
2611	122.07	0.33
2612	122.10	0.57
2613	122.13	0.44
2614	122.16	0.35
2615	122.19	0.86
2616	122.21	0.60
2617	122.24	0.21
2618	122.27	0.51
2622	122.38	0.56
2626	122.49	0.07
2627	122.52	0.90
