0.01	1.26
0.025	1.36
0.04	1.25
0.05	NAN
0.06	1.41
0.08	1.4
0.1	1.4
0.12	1.22
0.14	1.21
0.15	NAN
0.16	1.23
0.18	1.29
0.2	1.26
0.22	1.09
0.24	1.11
0.25	NAN
0.25	NAN
0.26	0.97
0.28	1.15
0.29	NAN
0.29	NAN
0.3	1.1
0.3	NAN
0.32	NAN
0.33	NAN
0.34	NAN
0.35	NAN
0.365	NAN
0.38	NAN
0.39	NAN
0.4	NAN
0.43	NAN
0.43	NAN
0.44	NAN
0.52	NAN
0.53	NAN
0.61	NAN
0.74	NAN
0.8	NAN
0.84	NAN
0.94	NAN
0.95	NAN
0.975	1.45
1	1.38
1	NAN
1.04	1.56
1.09	1.38
1.14	NAN
1.18	NAN
1.24	NAN
1.34	1.54
1.39	1.1
1.43	NAN
1.46	NAN
1.5	1.31
1.57	1.74
1.59	1.35
1.63	1.73
1.64	1.75
1.69	1.23
1.74	1.8
1.79	1.64
1.83	1.53
1.86	NAN
1.93	NAN
1.94	1.41
1.99	1.46
2.02	1.42
2.04	1.57
2.09	1.37
2.13	1.31
2.14	1.44
2.19	1.14
2.2	1.24
2.24	1.32
2.25	1.18
2.28	1.24
2.32	0.96
2.33	1.11
2.34	1.05
2.4	0.87
2.41	0.33
2.44	0
2.47	0.13
2.5	NAN
2.52	NAN
2.57	0.64
2.83	NAN
2.91	NAN
3.04	NAN
3.09	0.92
3.16	NAN
3.26	NAN
3.33	0.64
3.37	0.83
3.38	NAN
3.52	NAN
3.54	0.93
3.555	0.9
3.57	NAN
3.61	NAN
3.65	NAN
3.74	NAN
3.75	NAN
3.79	NAN
3.89	NAN
3.91	NAN
4	NAN
4	NAN
4.04	NAN
4.47	NAN
4.54	1.53
4.57	1.51
4.64	1.49
4.74	1.48
4.75	1.39
4.82	NAN
4.84	1.46
4.89	1.4
4.94	1.2
4.94	NAN
4.99	0.6
5.01	0.67
5.04	1.29
5.08	1.41
5.13	1.39
5.14	1.5
5.16	1.46
5.24	NAN
5.24	NAN
5.34	NAN
5.35	NAN
5.49	NAN
5.54	1.55
5.54	NAN
5.58	1.51
5.61	1.33
5.64	NAN
5.71	NAN
5.74	1.15
5.76	1.47
5.83	NAN
5.84	1.43
5.93	NAN
5.94	1.48
5.98	NAN
6.04	NAN
6.09	1.24
6.14	NAN
6.16	1.36
6.24	1.29
6.32	1.35
6.34	1.14
6.365	0.84
6.39	1.11
6.46	0.95
6.59	NAN
6.74	NAN
6.9	NAN
7.1	NAN
7.13	NAN
7.48	0.78
