1271	128.41	-0.04
1275	128.92	0.45
1277	129.40	0.09
1280	130.53	-0.28
1285	132.41	-0.24
1286	132.79	-0.37
1295	136.03	-0.25
1298	136.62	-0.25
1304	137.81	-0.10
1305	138.01	-0.52
1310	139.00	-0.24
1315	139.99	0.04
1318	140.58	-0.51
1321	141.18	-0.54
1325	141.97	-0.56
1328	142.57	-0.21
1335	143.95	-0.23
1338	144.55	-0.11
1340	144.94	-0.35
