0.015	0.617
0.035	0.923
0.11	0.926
0.16	0.62
0.16	0.7
0.21	0.776
0.26	0.836
0.26	0.741
0.31	0.806
0.36	0.763
0.41	0.883
0.46	0.527
0.46	0.777
0.46	0.76
0.51	0.815
0.51	0.714
0.56	0.577
0.61	0.657
0.65	0.534
0.71	0.719
0.71	0.747
0.76	0.624
0.76	0.534
0.825	0.577
0.86	0.444
0.86	0.366
0.91	0.416
0.97	0.794
1.11	1.096
1.16	1.031
1.21	1.125
1.25	1.146
1.28	1.17
1.35	1.197
1.41	1.202
1.45	1.031
1.515	1.23
1.565	1.178
1.715	1.106
1.76	1.124
1.815	1.188
1.86	1.199
