nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,1.323366778313130876e+00,1.294168270930279308e+00,1.250907292873153498e+00,1.201515845527248327e+00,1.128652550957030432e+00,1.045400756384210483e+00,1.063621688918559904e+00,1.079217170942387227e+00,1.059149559076328018e+00,1.030837032342427628e+00,1.002524505608527239e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,1.350334059596885128e+00,1.299663518589598388e+00,1.228047553080341858e+00,1.177060560988809845e+00,1.104542953265491345e+00,1.022602891424857052e+00,1.040823823959206473e+00,1.032468618884909040e+00,1.013135631232919165e+00,9.909843435243560483e-01,9.629151864840609365e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,1.376462023913288313e+00,1.315571746186046553e+00,1.212685086227134335e+00,1.150631192039770267e+00,1.078113584316451767e+00,9.998050264655035102e-01,9.985206621443450947e-01,9.857200668274308519e-01,9.663870791754410883e-01,9.442357914668778607e-01,9.220845037583147441e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,1.402654703462996810e+00,1.311282566919773629e+00,1.197268416200933272e+00,1.108952026459714357e+00,1.041435161025806799e+00,9.642941447454962400e-01,9.467502795127532567e-01,9.339496841958390139e-01,9.146166965438491392e-01,8.924654088352859116e-01,8.703141211267229060e-01,8.480454156994274850e-01,8.380904500654199341e-01,8.281354844314122721e-01,8.181805187974044991e-01,8.082255531633967260e-01,7.975183064650261944e-01,7.954992305747504711e-01,7.927212456461638634e-01,7.896740959011798733e-01,7.866269461561958831e-01,7.835797964112118930e-01,7.805326466662279028e-01,7.774854969212438016e-01,7.711787163473706741e-01,7.615834972763328992e-01,7.519882782052951242e-01,7.423930591342571272e-01,7.327978400632195743e-01,7.232026209921816884e-01,7.136074019211439134e-01,7.040121828501061385e-01,6.965062175744188844e-01,6.942511662876623690e-01,6.918653011309845446e-01,6.894064897672596004e-01,6.869476784035348782e-01,6.844888670398101560e-01,6.820300556760853228e-01,6.795712443123606006e-01,6.771124329486358784e-01,6.746536215849111562e-01,6.721948102211864340e-01,6.697359988574617118e-01,6.700279888899697278e-01,6.709333940283087605e-01,6.725313137493922344e-01,6.742487689901979220e-01,6.749292236094244224e-01,6.750907847659137762e-01,6.752523459224031299e-01,6.754139070788924837e-01,6.755754682353817264e-01,6.757370293918710802e-01,6.758985905483604339e-01,6.760601517048497877e-01,6.762217128613391415e-01,6.763832740178283842e-01,6.765448351743178490e-01,6.771532204991711490e-01,6.779227056942509488e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,1.427665169492930319e+00,1.298897730665387273e+00,1.169659895473504019e+00,1.052023064248642115e+00,9.908950549261916763e-01,9.173666671132461037e-01,8.917890200114058086e-01,8.771574709901335254e-01,8.578244833381435397e-01,8.356731956295804231e-01,8.088304090772266974e-01,7.855934453795894168e-01,7.756384797455817548e-01,7.656835141115742038e-01,7.552000115660936208e-01,7.443775964408553270e-01,7.335551813156171441e-01,7.315361054253415318e-01,7.295506102624129685e-01,7.275651150994842942e-01,7.253173911251914463e-01,7.222702413802073451e-01,7.192230916352234660e-01,7.161759418902393648e-01,7.098691613163661263e-01,7.002739422453284623e-01,6.906787231742905764e-01,6.810835041032528014e-01,6.714882850322150265e-01,6.660762268646258644e-01,6.638211755778692380e-01,6.615661242911126116e-01,6.593110730043559853e-01,6.570560217175993589e-01,6.546701565609214235e-01,6.522113451971967013e-01,6.497525338334717571e-01,6.472937224697471459e-01,6.448349111060224237e-01,6.423760997422975905e-01,6.424316993569689771e-01,6.433371044953080098e-01,6.442425096336469315e-01,6.451479147719858531e-01,6.460533199103248858e-01,6.469587250486639185e-01,6.485566447697475034e-01,6.502741000105531910e-01,6.519915552513587675e-01,6.537090104921643441e-01,6.554264657329700317e-01,6.571439209737754972e-01,6.584041006145712194e-01,6.585656617710605731e-01,6.587272229275499269e-01,6.588887840840391696e-01,6.590503452405285234e-01,6.592119063970178772e-01,6.593734675535072309e-01,6.599818528783605309e-01,6.607513380734404418e-01,6.615208232685203527e-01,6.622903084636001525e-01,6.630597936586800634e-01,6.638292788537598632e-01,6.645987640488397741e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,1.451466494655182293e+00,1.297154277775808495e+00,1.139455241088502824e+00,1.009873239352578889e+00,9.339660927151196557e-01,8.704391894809959673e-01,8.448615423791556722e-01,8.203652577844278149e-01,8.004498833885389519e-01,7.734141610729639016e-01,7.463784387573887402e-01,7.231414750597514596e-01,7.128817166671610472e-01,7.020593015419229754e-01,6.912368864166846816e-01,6.804144712914463877e-01,6.695920561662083159e-01,6.675729802759325926e-01,6.655874851130039183e-01,6.636019899500753549e-01,6.616164947871466806e-01,6.596309996242180063e-01,6.576455044612893319e-01,6.548663868592349280e-01,6.485596062853616894e-01,6.389643872143240255e-01,6.356462361548327333e-01,6.333911848680761070e-01,6.311361335813194806e-01,6.288810822945628543e-01,6.266260310078062279e-01,6.243709797210496015e-01,6.221159284342929752e-01,6.198608771475363488e-01,6.174750119908584134e-01,6.150162006271335802e-01,6.148354098239683374e-01,6.157408149623072591e-01,6.166462201006461807e-01,6.175516252389852134e-01,6.184570303773242461e-01,6.193624355156631678e-01,6.202678406540022005e-01,6.211732457923412332e-01,6.220786509306801548e-01,6.229840560690190765e-01,6.245819757901027725e-01,6.262994310309084600e-01,6.280168862717140366e-01,6.297343415125196131e-01,6.314517967533253007e-01,6.331692519941308772e-01,6.348867072349364538e-01,6.366041624757420303e-01,6.383216177165477179e-01,6.400390729573532944e-01,6.417565281981589820e-01,6.420405387762074811e-01,6.422020999326967239e-01,6.428104852575501349e-01,6.435799704526299347e-01,6.443494556477098456e-01,6.451189408427897565e-01,6.458884260378696673e-01,6.466579112329494672e-01,6.474273964280292670e-01,6.481968816231091779e-01,6.489663668181890888e-01,6.497358520132688886e-01,6.505053372083487995e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
