lower,Lat,Lon,Ocean_depth,d13C,count,_merge,edgecolor
19.5,23.14,-17.75,2136.0,0.49,,none,"(1, 0, 0, 0.5)"
20.0,23.14,-17.75,2136.0,0.435,,none,"(1, 0, 0, 0.5)"
20.5,23.14,-17.75,2136.0,0.41000000000000003,,none,"(1, 0, 0, 0.5)"
20.75,23.14,-17.75,2136.0,0.36,,none,"(1, 0, 0, 0.5)"
21.25,23.14,-17.75,2136.0,0.38333333333333336,,none,"(1, 0, 0, 0.5)"
21.5,23.14,-17.75,2136.0,0.45666666666666667,,none,"(1, 0, 0, 0.5)"
22.0,23.14,-17.75,2136.0,0.5549999999999999,,none,"(1, 0, 0, 0.5)"
22.5,23.14,-17.75,2136.0,0.5433333333333333,,none,"(1, 0, 0, 0.5)"
22.75,23.14,-17.75,2136.0,0.5066666666666666,,none,"(1, 0, 0, 0.5)"
23.25,23.14,-17.75,2136.0,0.505,,none,"(1, 0, 0, 0.5)"
23.75,23.14,-17.75,2136.0,0.4666666666666667,,none,"(1, 0, 0, 0.5)"
24.0,23.14,-17.75,2136.0,0.3933333333333333,,none,"(1, 0, 0, 0.5)"
24.5,23.14,-17.75,2136.0,0.405,,none,"(1, 0, 0, 0.5)"
25.0,23.14,-17.75,2136.0,0.505,,none,"(1, 0, 0, 0.5)"
25.25,23.14,-17.75,2136.0,0.52,,none,"(1, 0, 0, 0.5)"
25.75,23.14,-17.75,2136.0,0.5308333333333334,,none,"(1, 0, 0, 0.5)"
26.0,23.14,-17.75,2136.0,0.5266666666666667,,none,"(1, 0, 0, 0.5)"
26.25,23.14,-17.75,2136.0,0.5225,,none,"(1, 0, 0, 0.5)"
26.5,23.14,-17.75,2136.0,0.5183333333333333,,none,"(1, 0, 0, 0.5)"
26.75,23.14,-17.75,2136.0,0.5141666666666667,,none,"(1, 0, 0, 0.5)"
27.5,23.14,-17.75,2136.0,0.45,,none,"(1, 0, 0, 0.5)"
28.0,23.14,-17.75,2136.0,0.436,,none,"(1, 0, 0, 0.5)"
28.25,23.14,-17.75,2136.0,0.41200000000000003,,none,"(1, 0, 0, 0.5)"
28.5,23.14,-17.75,2136.0,0.388,,none,"(1, 0, 0, 0.5)"
28.75,23.14,-17.75,2136.0,0.364,,none,"(1, 0, 0, 0.5)"
29.25,23.14,-17.75,2136.0,0.325,,none,"(1, 0, 0, 0.5)"
5.0,25.17,-16.85,2573.0,,,none,"(1, 0, 0, 0.5)"
5.25,25.17,-16.85,2573.0,,,none,"(1, 0, 0, 0.5)"
5.5,25.17,-16.85,2573.0,,,none,"(1, 0, 0, 0.5)"
5.75,25.17,-16.85,2573.0,,,none,"(1, 0, 0, 0.5)"
6.25,25.17,-16.85,2573.0,0.9953333333333333,,none,"(1, 0, 0, 0.5)"
6.5,25.17,-16.85,2573.0,1.0006666666666666,,none,"(1, 0, 0, 0.5)"
6.75,25.17,-16.85,2573.0,1.006,,none,"(1, 0, 0, 0.5)"
7.0,25.17,-16.85,2573.0,1.0113333333333332,,none,"(1, 0, 0, 0.5)"
7.5,25.17,-16.85,2573.0,1.0085714285714285,,none,"(1, 0, 0, 0.5)"
7.75,25.17,-16.85,2573.0,1.0004761904761905,,none,"(1, 0, 0, 0.5)"
8.0,25.17,-16.85,2573.0,0.9923809523809524,,none,"(1, 0, 0, 0.5)"
8.25,25.17,-16.85,2573.0,0.9842857142857142,,none,"(1, 0, 0, 0.5)"
8.5,25.17,-16.85,2573.0,0.9761904761904762,,none,"(1, 0, 0, 0.5)"
8.75,25.17,-16.85,2573.0,0.9680952380952381,,none,"(1, 0, 0, 0.5)"
9.25,25.17,-16.85,2573.0,0.92125,,none,"(1, 0, 0, 0.5)"
9.5,25.17,-16.85,2573.0,0.8825,,none,"(1, 0, 0, 0.5)"
9.75,25.17,-16.85,2573.0,0.84375,,none,"(1, 0, 0, 0.5)"
10.0,25.17,-16.85,2573.0,0.8049999999999999,,none,"(1, 0, 0, 0.5)"
10.25,25.17,-16.85,2573.0,0.76625,,none,"(1, 0, 0, 0.5)"
10.5,25.17,-16.85,2573.0,0.7275,,none,"(1, 0, 0, 0.5)"
10.75,25.17,-16.85,2573.0,0.68875,,none,"(1, 0, 0, 0.5)"
11.25,25.17,-16.85,2573.0,0.6571428571428571,,none,"(1, 0, 0, 0.5)"
11.5,25.17,-16.85,2573.0,0.6642857142857143,,none,"(1, 0, 0, 0.5)"
11.75,25.17,-16.85,2573.0,0.6714285714285714,,none,"(1, 0, 0, 0.5)"
12.0,25.17,-16.85,2573.0,0.6785714285714286,,none,"(1, 0, 0, 0.5)"
12.25,25.17,-16.85,2573.0,0.6857142857142857,,none,"(1, 0, 0, 0.5)"
12.5,25.17,-16.85,2573.0,0.6928571428571428,,none,"(1, 0, 0, 0.5)"
13.0,25.17,-16.85,2573.0,0.6366666666666666,,none,"(1, 0, 0, 0.5)"
13.25,25.17,-16.85,2573.0,0.5733333333333334,,none,"(1, 0, 0, 0.5)"
13.75,25.17,-16.85,2573.0,0.45333333333333337,,none,"(1, 0, 0, 0.5)"
14.25,25.17,-16.85,2573.0,0.41555555555555557,,none,"(1, 0, 0, 0.5)"
14.5,25.17,-16.85,2573.0,0.43444444444444447,,none,"(1, 0, 0, 0.5)"
14.75,25.17,-16.85,2573.0,0.45333333333333337,,none,"(1, 0, 0, 0.5)"
15.0,25.17,-16.85,2573.0,0.4722222222222222,,none,"(1, 0, 0, 0.5)"
15.25,25.17,-16.85,2573.0,0.4911111111111111,,none,"(1, 0, 0, 0.5)"
16.0,25.17,-16.85,2573.0,0.29,,none,"(1, 0, 0, 0.5)"
16.5,25.17,-16.85,2573.0,0.23666666666666666,,none,"(1, 0, 0, 0.5)"
16.75,25.17,-16.85,2573.0,0.24333333333333335,,none,"(1, 0, 0, 0.5)"
17.25,25.17,-16.85,2573.0,0.285,,none,"(1, 0, 0, 0.5)"
17.5,25.17,-16.85,2573.0,0.31999999999999995,,none,"(1, 0, 0, 0.5)"
17.75,25.17,-16.85,2573.0,0.355,,none,"(1, 0, 0, 0.5)"
18.25,25.17,-16.85,2573.0,0.41333333333333333,,none,"(1, 0, 0, 0.5)"
18.5,25.17,-16.85,2573.0,0.43666666666666665,,none,"(1, 0, 0, 0.5)"
19.0,25.17,-16.85,2573.0,0.3888888888888889,,none,"(1, 0, 0, 0.5)"
19.25,25.17,-16.85,2573.0,0.3177777777777778,,none,"(1, 0, 0, 0.5)"
19.75,25.17,-16.85,2573.0,0.2677777777777778,,none,"(1, 0, 0, 0.5)"
20.0,25.17,-16.85,2573.0,0.28888888888888886,,none,"(1, 0, 0, 0.5)"
20.5,25.17,-16.85,2573.0,0.29,,none,"(1, 0, 0, 0.5)"
20.75,25.17,-16.85,2573.0,0.27,,none,"(1, 0, 0, 0.5)"
21.25,25.17,-16.85,2573.0,0.365,,none,"(1, 0, 0, 0.5)"
22.0,25.17,-16.85,2573.0,0.49,,none,"(1, 0, 0, 0.5)"
22.25,25.17,-16.85,2573.0,0.47000000000000003,,none,"(1, 0, 0, 0.5)"
22.75,25.17,-16.85,2573.0,0.4416666666666667,,none,"(1, 0, 0, 0.5)"
23.0,25.17,-16.85,2573.0,0.43333333333333335,,none,"(1, 0, 0, 0.5)"
23.5,25.17,-16.85,2573.0,0.4033333333333334,,none,"(1, 0, 0, 0.5)"
23.75,25.17,-16.85,2573.0,0.38166666666666665,,none,"(1, 0, 0, 0.5)"
24.25,25.17,-16.85,2573.0,0.3466666666666667,,none,"(1, 0, 0, 0.5)"
24.5,25.17,-16.85,2573.0,0.3333333333333333,,none,"(1, 0, 0, 0.5)"
25.0,25.17,-16.85,2573.0,0.345,,none,"(1, 0, 0, 0.5)"
25.5,25.17,-16.85,2573.0,0.31666666666666665,,none,"(1, 0, 0, 0.5)"
25.75,25.17,-16.85,2573.0,0.2633333333333333,,none,"(1, 0, 0, 0.5)"
26.25,25.17,-16.85,2573.0,0.21,,none,"(1, 0, 0, 0.5)"
26.75,25.17,-16.85,2573.0,0.225,,none,"(1, 0, 0, 0.5)"
27.0,25.17,-16.85,2573.0,0.24,,none,"(1, 0, 0, 0.5)"
27.25,25.17,-16.85,2573.0,0.255,,none,"(1, 0, 0, 0.5)"
27.75,25.17,-16.85,2573.0,0.2775,,none,"(1, 0, 0, 0.5)"
28.0,25.17,-16.85,2573.0,0.28500000000000003,,none,"(1, 0, 0, 0.5)"
28.25,25.17,-16.85,2573.0,0.2925,,none,"(1, 0, 0, 0.5)"
28.75,25.17,-16.85,2573.0,0.35,,none,"(1, 0, 0, 0.5)"
29.0,25.17,-16.85,2573.0,0.4,,none,"(1, 0, 0, 0.5)"
29.5,25.17,-16.85,2573.0,,,none,"(1, 0, 0, 0.5)"
29.75,25.17,-16.85,2573.0,,,none,"(1, 0, 0, 0.5)"
5.0,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
5.25,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
5.5,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
5.75,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
6.0,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
6.25,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
6.5,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
6.75,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
7.0,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
7.25,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
7.5,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
7.75,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
8.0,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
8.25,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
8.5,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
9.0,26.14,-77.23,1320.0,1.4063461538461537,,none,"(1, 0, 0, 0.5)"
9.25,26.14,-77.23,1320.0,1.3926923076923077,,none,"(1, 0, 0, 0.5)"
9.5,26.14,-77.23,1320.0,1.3790384615384614,,none,"(1, 0, 0, 0.5)"
9.75,26.14,-77.23,1320.0,1.3653846153846154,,none,"(1, 0, 0, 0.5)"
10.0,26.14,-77.23,1320.0,1.3517307692307692,,none,"(1, 0, 0, 0.5)"
10.25,26.14,-77.23,1320.0,1.338076923076923,,none,"(1, 0, 0, 0.5)"
10.5,26.14,-77.23,1320.0,1.324423076923077,,none,"(1, 0, 0, 0.5)"
10.75,26.14,-77.23,1320.0,1.3107692307692307,,none,"(1, 0, 0, 0.5)"
11.0,26.14,-77.23,1320.0,1.2971153846153844,,none,"(1, 0, 0, 0.5)"
11.25,26.14,-77.23,1320.0,1.2834615384615384,,none,"(1, 0, 0, 0.5)"
11.5,26.14,-77.23,1320.0,1.2698076923076922,,none,"(1, 0, 0, 0.5)"
11.75,26.14,-77.23,1320.0,1.2561538461538462,,none,"(1, 0, 0, 0.5)"
12.0,26.14,-77.23,1320.0,1.2425,,none,"(1, 0, 0, 0.5)"
12.25,26.14,-77.23,1320.0,1.2288461538461537,,none,"(1, 0, 0, 0.5)"
12.5,26.14,-77.23,1320.0,1.2151923076923077,,none,"(1, 0, 0, 0.5)"
12.75,26.14,-77.23,1320.0,1.2015384615384614,,none,"(1, 0, 0, 0.5)"
13.0,26.14,-77.23,1320.0,1.1878846153846152,,none,"(1, 0, 0, 0.5)"
13.25,26.14,-77.23,1320.0,1.1742307692307692,,none,"(1, 0, 0, 0.5)"
13.5,26.14,-77.23,1320.0,1.160576923076923,,none,"(1, 0, 0, 0.5)"
13.75,26.14,-77.23,1320.0,1.146923076923077,,none,"(1, 0, 0, 0.5)"
14.0,26.14,-77.23,1320.0,1.1332692307692307,,none,"(1, 0, 0, 0.5)"
14.25,26.14,-77.23,1320.0,1.1196153846153845,,none,"(1, 0, 0, 0.5)"
14.5,26.14,-77.23,1320.0,1.1059615384615384,,none,"(1, 0, 0, 0.5)"
14.75,26.14,-77.23,1320.0,1.0923076923076922,,none,"(1, 0, 0, 0.5)"
15.0,26.14,-77.23,1320.0,1.0786538461538462,,none,"(1, 0, 0, 0.5)"
15.5,26.14,-77.23,1320.0,1.17625,,none,"(1, 0, 0, 0.5)"
15.75,26.14,-77.23,1320.0,1.2875,,none,"(1, 0, 0, 0.5)"
16.0,26.14,-77.23,1320.0,1.39875,,none,"(1, 0, 0, 0.5)"
16.5,26.14,-77.23,1320.0,1.455,,none,"(1, 0, 0, 0.5)"
16.75,26.14,-77.23,1320.0,1.4,,none,"(1, 0, 0, 0.5)"
17.0,26.14,-77.23,1320.0,1.345,,none,"(1, 0, 0, 0.5)"
17.5,26.14,-77.23,1320.0,1.335,,none,"(1, 0, 0, 0.5)"
17.75,26.14,-77.23,1320.0,1.3800000000000001,,none,"(1, 0, 0, 0.5)"
18.25,26.14,-77.23,1320.0,1.4025,,none,"(1, 0, 0, 0.5)"
18.5,26.14,-77.23,1320.0,1.38,,none,"(1, 0, 0, 0.5)"
18.75,26.14,-77.23,1320.0,1.3575,,none,"(1, 0, 0, 0.5)"
19.25,26.14,-77.23,1320.0,1.349375,,none,"(1, 0, 0, 0.5)"
19.5,26.14,-77.23,1320.0,1.36375,,none,"(1, 0, 0, 0.5)"
19.75,26.14,-77.23,1320.0,1.378125,,none,"(1, 0, 0, 0.5)"
20.0,26.14,-77.23,1320.0,1.3925,,none,"(1, 0, 0, 0.5)"
20.25,26.14,-77.23,1320.0,1.4068749999999999,,none,"(1, 0, 0, 0.5)"
20.5,26.14,-77.23,1320.0,1.42125,,none,"(1, 0, 0, 0.5)"
20.75,26.14,-77.23,1320.0,1.435625,,none,"(1, 0, 0, 0.5)"
21.25,26.14,-77.23,1320.0,1.4235714285714285,,none,"(1, 0, 0, 0.5)"
21.5,26.14,-77.23,1320.0,1.397142857142857,,none,"(1, 0, 0, 0.5)"
21.75,26.14,-77.23,1320.0,1.3707142857142856,,none,"(1, 0, 0, 0.5)"
22.0,26.14,-77.23,1320.0,1.3442857142857143,,none,"(1, 0, 0, 0.5)"
22.25,26.14,-77.23,1320.0,1.3178571428571428,,none,"(1, 0, 0, 0.5)"
22.5,26.14,-77.23,1320.0,1.2914285714285714,,none,"(1, 0, 0, 0.5)"
23.0,26.14,-77.23,1320.0,1.276111111111111,,none,"(1, 0, 0, 0.5)"
23.25,26.14,-77.23,1320.0,1.287222222222222,,none,"(1, 0, 0, 0.5)"
23.5,26.14,-77.23,1320.0,1.2983333333333333,,none,"(1, 0, 0, 0.5)"
23.75,26.14,-77.23,1320.0,1.3094444444444444,,none,"(1, 0, 0, 0.5)"
24.0,26.14,-77.23,1320.0,1.3205555555555555,,none,"(1, 0, 0, 0.5)"
24.25,26.14,-77.23,1320.0,1.3316666666666666,,none,"(1, 0, 0, 0.5)"
24.5,26.14,-77.23,1320.0,1.3427777777777776,,none,"(1, 0, 0, 0.5)"
24.75,26.14,-77.23,1320.0,1.353888888888889,,none,"(1, 0, 0, 0.5)"
25.25,26.14,-77.23,1320.0,1.3626923076923076,,none,"(1, 0, 0, 0.5)"
25.5,26.14,-77.23,1320.0,1.3603846153846153,,none,"(1, 0, 0, 0.5)"
25.75,26.14,-77.23,1320.0,1.358076923076923,,none,"(1, 0, 0, 0.5)"
26.0,26.14,-77.23,1320.0,1.3557692307692308,,none,"(1, 0, 0, 0.5)"
26.25,26.14,-77.23,1320.0,1.3534615384615385,,none,"(1, 0, 0, 0.5)"
26.5,26.14,-77.23,1320.0,1.3511538461538461,,none,"(1, 0, 0, 0.5)"
26.75,26.14,-77.23,1320.0,1.3488461538461538,,none,"(1, 0, 0, 0.5)"
27.0,26.14,-77.23,1320.0,1.3465384615384615,,none,"(1, 0, 0, 0.5)"
27.25,26.14,-77.23,1320.0,1.3442307692307691,,none,"(1, 0, 0, 0.5)"
27.5,26.14,-77.23,1320.0,1.341923076923077,,none,"(1, 0, 0, 0.5)"
27.75,26.14,-77.23,1320.0,1.3396153846153847,,none,"(1, 0, 0, 0.5)"
28.0,26.14,-77.23,1320.0,1.3373076923076923,,none,"(1, 0, 0, 0.5)"
28.5,26.14,-77.23,1320.0,1.343,,none,"(1, 0, 0, 0.5)"
28.75,26.14,-77.23,1320.0,1.351,,none,"(1, 0, 0, 0.5)"
29.0,26.14,-77.23,1320.0,1.359,,none,"(1, 0, 0, 0.5)"
29.25,26.14,-77.23,1320.0,1.367,,none,"(1, 0, 0, 0.5)"
29.75,26.14,-77.23,1320.0,,,none,"(1, 0, 0, 0.5)"
5.25,28.89,-13.23,1358.0,1.02,,none,"(1, 0, 0, 0.5)"
5.5,28.89,-13.23,1358.0,1.0,,none,"(1, 0, 0, 0.5)"
5.75,28.89,-13.23,1358.0,0.98,,none,"(1, 0, 0, 0.5)"
6.0,28.89,-13.23,1358.0,0.96,,none,"(1, 0, 0, 0.5)"
6.25,28.89,-13.23,1358.0,0.9400000000000001,,none,"(1, 0, 0, 0.5)"
6.5,28.89,-13.23,1358.0,0.92,,none,"(1, 0, 0, 0.5)"
6.75,28.89,-13.23,1358.0,0.9,,none,"(1, 0, 0, 0.5)"
7.25,28.89,-13.23,1358.0,0.884,,none,"(1, 0, 0, 0.5)"
7.5,28.89,-13.23,1358.0,0.888,,none,"(1, 0, 0, 0.5)"
7.75,28.89,-13.23,1358.0,0.892,,none,"(1, 0, 0, 0.5)"
8.0,28.89,-13.23,1358.0,0.896,,none,"(1, 0, 0, 0.5)"
8.5,28.89,-13.23,1358.0,0.8300000000000001,,none,"(1, 0, 0, 0.5)"
8.75,28.89,-13.23,1358.0,0.76,,none,"(1, 0, 0, 0.5)"
9.0,28.89,-13.23,1358.0,0.6900000000000001,,none,"(1, 0, 0, 0.5)"
9.25,28.89,-13.23,1358.0,0.6200000000000001,,none,"(1, 0, 0, 0.5)"
9.75,28.89,-13.23,1358.0,0.5957142857142858,,none,"(1, 0, 0, 0.5)"
10.0,28.89,-13.23,1358.0,0.6414285714285715,,none,"(1, 0, 0, 0.5)"
10.25,28.89,-13.23,1358.0,0.6871428571428572,,none,"(1, 0, 0, 0.5)"
10.5,28.89,-13.23,1358.0,0.7328571428571429,,none,"(1, 0, 0, 0.5)"
10.75,28.89,-13.23,1358.0,0.7785714285714286,,none,"(1, 0, 0, 0.5)"
11.0,28.89,-13.23,1358.0,0.8242857142857143,,none,"(1, 0, 0, 0.5)"
11.5,28.89,-13.23,1358.0,0.8366666666666667,,none,"(1, 0, 0, 0.5)"
11.75,28.89,-13.23,1358.0,0.8033333333333333,,none,"(1, 0, 0, 0.5)"
12.25,28.89,-13.23,1358.0,0.75,,none,"(1, 0, 0, 0.5)"
12.5,28.89,-13.23,1358.0,0.73,,none,"(1, 0, 0, 0.5)"
12.75,28.89,-13.23,1358.0,0.7100000000000001,,none,"(1, 0, 0, 0.5)"
13.0,28.89,-13.23,1358.0,0.6900000000000001,,none,"(1, 0, 0, 0.5)"
13.5,28.89,-13.23,1358.0,0.615,,none,"(1, 0, 0, 0.5)"
14.25,28.89,-13.23,1358.0,0.5677777777777778,,none,"(1, 0, 0, 0.5)"
14.5,28.89,-13.23,1358.0,0.6255555555555555,,none,"(1, 0, 0, 0.5)"
14.75,28.89,-13.23,1358.0,0.6833333333333333,,none,"(1, 0, 0, 0.5)"
15.0,28.89,-13.23,1358.0,0.7411111111111112,,none,"(1, 0, 0, 0.5)"
15.25,28.89,-13.23,1358.0,0.798888888888889,,none,"(1, 0, 0, 0.5)"
15.5,28.89,-13.23,1358.0,0.8566666666666667,,none,"(1, 0, 0, 0.5)"
15.75,28.89,-13.23,1358.0,0.9144444444444445,,none,"(1, 0, 0, 0.5)"
16.0,28.89,-13.23,1358.0,0.9722222222222223,,none,"(1, 0, 0, 0.5)"
16.5,28.89,-13.23,1358.0,1.044,,none,"(1, 0, 0, 0.5)"
16.75,28.89,-13.23,1358.0,1.058,,none,"(1, 0, 0, 0.5)"
17.0,28.89,-13.23,1358.0,1.072,,none,"(1, 0, 0, 0.5)"
17.25,28.89,-13.23,1358.0,1.086,,none,"(1, 0, 0, 0.5)"
17.75,28.89,-13.23,1358.0,1.0357142857142858,,none,"(1, 0, 0, 0.5)"
18.0,28.89,-13.23,1358.0,0.9714285714285715,,none,"(1, 0, 0, 0.5)"
18.25,28.89,-13.23,1358.0,0.9071428571428573,,none,"(1, 0, 0, 0.5)"
18.5,28.89,-13.23,1358.0,0.842857142857143,,none,"(1, 0, 0, 0.5)"
18.75,28.89,-13.23,1358.0,0.7785714285714287,,none,"(1, 0, 0, 0.5)"
19.0,28.89,-13.23,1358.0,0.7142857142857143,,none,"(1, 0, 0, 0.5)"
19.5,28.89,-13.23,1358.0,0.7071428571428572,,none,"(1, 0, 0, 0.5)"
19.75,28.89,-13.23,1358.0,0.7642857142857143,,none,"(1, 0, 0, 0.5)"
20.0,28.89,-13.23,1358.0,0.8214285714285714,,none,"(1, 0, 0, 0.5)"
20.25,28.89,-13.23,1358.0,0.8785714285714286,,none,"(1, 0, 0, 0.5)"
20.5,28.89,-13.23,1358.0,0.9357142857142857,,none,"(1, 0, 0, 0.5)"
20.75,28.89,-13.23,1358.0,0.9928571428571429,,none,"(1, 0, 0, 0.5)"
21.25,28.89,-13.23,1358.0,1.105,,none,"(1, 0, 0, 0.5)"
21.5,28.89,-13.23,1358.0,1.1600000000000001,,none,"(1, 0, 0, 0.5)"
21.75,28.89,-13.23,1358.0,1.215,,none,"(1, 0, 0, 0.5)"
22.25,28.89,-13.23,1358.0,1.2775,,none,"(1, 0, 0, 0.5)"
22.5,28.89,-13.23,1358.0,1.2850000000000001,,none,"(1, 0, 0, 0.5)"
22.75,28.89,-13.23,1358.0,1.2925,,none,"(1, 0, 0, 0.5)"
23.25,28.89,-13.23,1358.0,1.29,,none,"(1, 0, 0, 0.5)"
23.5,28.89,-13.23,1358.0,1.28,,none,"(1, 0, 0, 0.5)"
23.75,28.89,-13.23,1358.0,1.27,,none,"(1, 0, 0, 0.5)"
24.0,28.89,-13.23,1358.0,1.26,,none,"(1, 0, 0, 0.5)"
24.25,28.89,-13.23,1358.0,1.25,,none,"(1, 0, 0, 0.5)"
24.5,28.89,-13.23,1358.0,1.24,,none,"(1, 0, 0, 0.5)"
24.75,28.89,-13.23,1358.0,1.23,,none,"(1, 0, 0, 0.5)"
25.0,28.89,-13.23,1358.0,1.22,,none,"(1, 0, 0, 0.5)"
25.5,28.89,-13.23,1358.0,1.1483333333333332,,none,"(1, 0, 0, 0.5)"
25.75,28.89,-13.23,1358.0,1.0866666666666667,,none,"(1, 0, 0, 0.5)"
26.0,28.89,-13.23,1358.0,1.025,,none,"(1, 0, 0, 0.5)"
26.25,28.89,-13.23,1358.0,0.9633333333333333,,none,"(1, 0, 0, 0.5)"
26.5,28.89,-13.23,1358.0,0.9016666666666666,,none,"(1, 0, 0, 0.5)"
27.0,28.89,-13.23,1358.0,0.852,,none,"(1, 0, 0, 0.5)"
27.25,28.89,-13.23,1358.0,0.864,,none,"(1, 0, 0, 0.5)"
27.5,28.89,-13.23,1358.0,0.876,,none,"(1, 0, 0, 0.5)"
27.75,28.89,-13.23,1358.0,0.888,,none,"(1, 0, 0, 0.5)"
28.25,28.89,-13.23,1358.0,0.9175,,none,"(1, 0, 0, 0.5)"
28.5,28.89,-13.23,1358.0,0.935,,none,"(1, 0, 0, 0.5)"
28.75,28.89,-13.23,1358.0,0.9525,,none,"(1, 0, 0, 0.5)"
29.25,28.89,-13.23,1358.0,0.8833333333333333,,none,"(1, 0, 0, 0.5)"
29.5,28.89,-13.23,1358.0,0.7966666666666666,,none,"(1, 0, 0, 0.5)"
5.0,29.98,-10.65,1512.0,,,none,"(1, 0, 0, 0.5)"
5.25,29.98,-10.65,1512.0,,,none,"(1, 0, 0, 0.5)"
5.5,29.98,-10.65,1512.0,,,none,"(1, 0, 0, 0.5)"
5.75,29.98,-10.65,1512.0,,,none,"(1, 0, 0, 0.5)"
6.0,29.98,-10.65,1512.0,,,none,"(1, 0, 0, 0.5)"
6.5,29.98,-10.65,1512.0,1.1507692307692308,,none,"(1, 0, 0, 0.5)"
6.75,29.98,-10.65,1512.0,1.1315384615384614,,none,"(1, 0, 0, 0.5)"
7.0,29.98,-10.65,1512.0,1.1123076923076922,,none,"(1, 0, 0, 0.5)"
7.25,29.98,-10.65,1512.0,1.093076923076923,,none,"(1, 0, 0, 0.5)"
7.5,29.98,-10.65,1512.0,1.073846153846154,,none,"(1, 0, 0, 0.5)"
7.75,29.98,-10.65,1512.0,1.0546153846153845,,none,"(1, 0, 0, 0.5)"
8.0,29.98,-10.65,1512.0,1.0353846153846153,,none,"(1, 0, 0, 0.5)"
8.25,29.98,-10.65,1512.0,1.0161538461538462,,none,"(1, 0, 0, 0.5)"
8.5,29.98,-10.65,1512.0,0.9969230769230769,,none,"(1, 0, 0, 0.5)"
8.75,29.98,-10.65,1512.0,0.9776923076923077,,none,"(1, 0, 0, 0.5)"
9.0,29.98,-10.65,1512.0,0.9584615384615385,,none,"(1, 0, 0, 0.5)"
9.25,29.98,-10.65,1512.0,0.9392307692307693,,none,"(1, 0, 0, 0.5)"
9.75,29.98,-10.65,1512.0,0.9083333333333333,,none,"(1, 0, 0, 0.5)"
10.0,29.98,-10.65,1512.0,0.8966666666666667,,none,"(1, 0, 0, 0.5)"
10.25,29.98,-10.65,1512.0,0.885,,none,"(1, 0, 0, 0.5)"
10.5,29.98,-10.65,1512.0,0.8733333333333333,,none,"(1, 0, 0, 0.5)"
10.75,29.98,-10.65,1512.0,0.8616666666666667,,none,"(1, 0, 0, 0.5)"
11.25,29.98,-10.65,1512.0,0.838,,none,"(1, 0, 0, 0.5)"
11.5,29.98,-10.65,1512.0,0.826,,none,"(1, 0, 0, 0.5)"
11.75,29.98,-10.65,1512.0,0.8140000000000001,,none,"(1, 0, 0, 0.5)"
12.0,29.98,-10.65,1512.0,0.802,,none,"(1, 0, 0, 0.5)"
12.75,29.98,-10.65,1512.0,0.6799999999999999,,none,"(1, 0, 0, 0.5)"
13.75,29.98,-10.65,1512.0,0.535,,none,"(1, 0, 0, 0.5)"
14.0,29.98,-10.65,1512.0,0.55,,none,"(1, 0, 0, 0.5)"
14.25,29.98,-10.65,1512.0,0.565,,none,"(1, 0, 0, 0.5)"
14.5,29.98,-10.65,1512.0,0.58,,none,"(1, 0, 0, 0.5)"
14.75,29.98,-10.65,1512.0,0.595,,none,"(1, 0, 0, 0.5)"
15.0,29.98,-10.65,1512.0,0.61,,none,"(1, 0, 0, 0.5)"
15.25,29.98,-10.65,1512.0,0.625,,none,"(1, 0, 0, 0.5)"
15.5,29.98,-10.65,1512.0,0.64,,none,"(1, 0, 0, 0.5)"
15.75,29.98,-10.65,1512.0,0.655,,none,"(1, 0, 0, 0.5)"
16.0,29.98,-10.65,1512.0,0.6699999999999999,,none,"(1, 0, 0, 0.5)"
16.25,29.98,-10.65,1512.0,0.6849999999999999,,none,"(1, 0, 0, 0.5)"
17.0,29.98,-10.65,1512.0,1.1175,,none,"(1, 0, 0, 0.5)"
17.5,29.98,-10.65,1512.0,1.0385714285714285,,none,"(1, 0, 0, 0.5)"
17.75,29.98,-10.65,1512.0,1.042142857142857,,none,"(1, 0, 0, 0.5)"
18.0,29.98,-10.65,1512.0,1.0457142857142856,,none,"(1, 0, 0, 0.5)"
18.25,29.98,-10.65,1512.0,1.0492857142857144,,none,"(1, 0, 0, 0.5)"
18.5,29.98,-10.65,1512.0,1.052857142857143,,none,"(1, 0, 0, 0.5)"
18.75,29.98,-10.65,1512.0,1.0564285714285715,,none,"(1, 0, 0, 0.5)"
19.25,29.98,-10.65,1512.0,1.0833333333333335,,none,"(1, 0, 0, 0.5)"
